"","workerid","utterance","response","feedback","object1","object2","object3","object1shape","object1pattern","object1color","object2shape","object2pattern","object2color","object3shape","object3pattern","object3color","preferenceDimension","Pref1","Pref2","Pref3"
"700",35,"green",1,"VeryGood","233","223","131","circle","dotted","green","circle","striped","green","cloud","dotted","blue","pattern","dotted","plain","striped"
"701",36,"green",1,"VeryGood","123","332","223","cloud","striped","green","square","dotted","red","circle","striped","green","shape","cloud","square","circle"
"702",36,"striped",3,"Good","121","233","221","cloud","striped","blue","circle","dotted","green","circle","striped","blue","shape","cloud","square","circle"
"703",36,"green",1,"Good","223","323","211","circle","striped","green","square","striped","green","circle","plain","blue","shape","cloud","square","circle"
"704",36,"green",3,"VeryGood","233","321","133","circle","dotted","green","square","striped","blue","cloud","dotted","green","shape","cloud","square","circle"
"705",36,"dotted",3,"Good","332","121","232","square","dotted","red","cloud","striped","blue","circle","dotted","red","shape","cloud","square","circle"
"706",36,"red",3,"Good","323","112","212","square","striped","green","cloud","plain","red","circle","plain","red","shape","cloud","square","circle"
"707",36,"red",3,"Good","322","233","222","square","striped","red","circle","dotted","green","circle","striped","red","shape","cloud","square","circle"
"708",36,"blue",2,"VeryGood","333","321","221","square","dotted","green","square","striped","blue","circle","striped","blue","shape","cloud","square","circle"
"709",36,"plain",3,"VeryGood","211","333","111","circle","plain","blue","square","dotted","green","cloud","plain","blue","shape","cloud","square","circle"
"710",36,"green",2,"Good","313","213","132","square","plain","green","circle","plain","green","cloud","dotted","red","shape","cloud","square","circle"
"711",36,"striped",1,"Good","321","121","333","square","striped","blue","cloud","striped","blue","square","dotted","green","shape","cloud","square","circle"
"712",36,"blue",2,"Good","111","311","322","cloud","plain","blue","square","plain","blue","square","striped","red","shape","cloud","square","circle"
"713",36,"green",2,"VeryGood","223","123","111","circle","striped","green","cloud","striped","green","cloud","plain","blue","shape","cloud","square","circle"
"714",36,"plain",3,"VeryGood","312","233","112","square","plain","red","circle","dotted","green","cloud","plain","red","shape","cloud","square","circle"
"715",36,"blue",2,"Good","312","231","131","square","plain","red","circle","dotted","blue","cloud","dotted","blue","shape","cloud","square","circle"
"716",36,"red",2,"Good","213","222","122","circle","plain","green","circle","striped","red","cloud","striped","red","shape","cloud","square","circle"
"717",36,"plain",2,"VeryGood","213","113","232","circle","plain","green","cloud","plain","green","circle","dotted","red","shape","cloud","square","circle"
"718",36,"dotted",3,"Good","132","113","332","cloud","dotted","red","cloud","plain","green","square","dotted","red","shape","cloud","square","circle"
"719",36,"plain",3,"VeryGood","323","312","112","square","striped","green","square","plain","red","cloud","plain","red","shape","cloud","square","circle"
"720",36,"dotted",1,"Good","231","313","131","circle","dotted","blue","square","plain","green","cloud","dotted","blue","shape","cloud","square","circle"
"721",37,"plain",1,"Good","311","211","323","square","plain","blue","circle","plain","blue","square","striped","green","shape","circle","square","cloud"
"722",37,"blue",2,"Good","112","331","231","cloud","plain","red","square","dotted","blue","circle","dotted","blue","shape","circle","square","cloud"
"723",37,"green",2,"Good","213","313","321","circle","plain","green","square","plain","green","square","striped","blue","shape","circle","square","cloud"
"724",37,"green",2,"Good","213","313","221","circle","plain","green","square","plain","green","circle","striped","blue","shape","circle","square","cloud"
"725",37,"dotted",3,"Good","232","121","332","circle","dotted","red","cloud","striped","blue","square","dotted","red","shape","circle","square","cloud"
"726",37,"striped",2,"VeryGood","331","223","123","square","dotted","blue","circle","striped","green","cloud","striped","green","shape","circle","square","cloud"
"727",37,"blue",3,"VeryGood","111","233","311","cloud","plain","blue","circle","dotted","green","square","plain","blue","shape","circle","square","cloud"
"728",37,"plain",1,"VeryGood","312","121","112","square","plain","red","cloud","striped","blue","cloud","plain","red","shape","circle","square","cloud"
"729",37,"striped",2,"Good","233","321","221","circle","dotted","green","square","striped","blue","circle","striped","blue","shape","circle","square","cloud"
"730",37,"striped",3,"Good","223","312","323","circle","striped","green","square","plain","red","square","striped","green","shape","circle","square","cloud"
"731",37,"green",2,"VeryGood","133","233","121","cloud","dotted","green","circle","dotted","green","cloud","striped","blue","shape","circle","square","cloud"
"732",37,"green",1,"VeryGood","223","123","332","circle","striped","green","cloud","striped","green","square","dotted","red","shape","circle","square","cloud"
"733",37,"blue",3,"Good","122","231","331","cloud","striped","red","circle","dotted","blue","square","dotted","blue","shape","circle","square","cloud"
"734",37,"dotted",2,"Good","121","333","233","cloud","striped","blue","square","dotted","green","circle","dotted","green","shape","circle","square","cloud"
"735",37,"blue",3,"VeryGood","113","121","221","cloud","plain","green","cloud","striped","blue","circle","striped","blue","shape","circle","square","cloud"
"736",37,"green",2,"Good","112","333","233","cloud","plain","red","square","dotted","green","circle","dotted","green","shape","circle","square","cloud"
"737",37,"green",3,"Good","213","132","313","circle","plain","green","cloud","dotted","red","square","plain","green","shape","circle","square","cloud"
"738",37,"dotted",2,"Good","211","333","233","circle","plain","blue","square","dotted","green","circle","dotted","green","shape","circle","square","cloud"
"739",37,"striped",2,"VeryGood","123","223","232","cloud","striped","green","circle","striped","green","circle","dotted","red","shape","circle","square","cloud"
"740",37,"red",3,"VeryGood","211","132","232","circle","plain","blue","cloud","dotted","red","circle","dotted","red","shape","circle","square","cloud"
"741",38,"cloud",3,"Good","312","122","121","square","plain","red","cloud","striped","red","cloud","striped","blue","color","red","blue","green"
"742",38,"circle",2,"VeryGood","221","222","113","circle","striped","blue","circle","striped","red","cloud","plain","green","color","red","blue","green"
"743",38,"cloud",2,"Good","111","113","221","cloud","plain","blue","cloud","plain","green","circle","striped","blue","color","red","blue","green"
"744",38,"cloud",3,"VeryGood","211","133","132","circle","plain","blue","cloud","dotted","green","cloud","dotted","red","color","red","blue","green"
"745",38,"circle",3,"VeryGood","233","312","232","circle","dotted","green","square","plain","red","circle","dotted","red","color","red","blue","green"
"746",38,"striped",2,"VeryGood","311","122","121","square","plain","blue","cloud","striped","red","cloud","striped","blue","color","red","blue","green"
"747",38,"dotted",2,"VeryGood","233","231","312","circle","dotted","green","circle","dotted","blue","square","plain","red","color","red","blue","green"
"748",38,"square",2,"VeryGood","313","312","221","square","plain","green","square","plain","red","circle","striped","blue","color","red","blue","green"
"749",38,"striped",3,"Good","113","321","323","cloud","plain","green","square","striped","blue","square","striped","green","color","red","blue","green"
"750",38,"dotted",3,"Good","221","332","331","circle","striped","blue","square","dotted","red","square","dotted","blue","color","red","blue","green"
"751",38,"square",2,"VeryGood","333","332","111","square","dotted","green","square","dotted","red","cloud","plain","blue","color","red","blue","green"
"752",38,"plain",1,"VeryGood","112","113","221","cloud","plain","red","cloud","plain","green","circle","striped","blue","color","red","blue","green"
"753",38,"circle",2,"VeryGood","133","222","223","cloud","dotted","green","circle","striped","red","circle","striped","green","color","red","blue","green"
"754",38,"striped",2,"VeryGood","223","221","331","circle","striped","green","circle","striped","blue","square","dotted","blue","color","red","blue","green"
"755",38,"striped",2,"VeryGood","321","322","131","square","striped","blue","square","striped","red","cloud","dotted","blue","color","red","blue","green"
"756",38,"square",3,"VeryGood","213","333","332","circle","plain","green","square","dotted","green","square","dotted","red","color","red","blue","green"
"757",38,"plain",3,"VeryGood","232","111","112","circle","dotted","red","cloud","plain","blue","cloud","plain","red","color","red","blue","green"
"758",38,"circle",3,"VeryGood","213","121","212","circle","plain","green","cloud","striped","blue","circle","plain","red","color","red","blue","green"
"759",38,"cloud",3,"VeryGood","131","212","132","cloud","dotted","blue","circle","plain","red","cloud","dotted","red","color","red","blue","green"
"760",38,"cloud",1,"VeryGood","122","231","121","cloud","striped","red","circle","dotted","blue","cloud","striped","blue","color","red","blue","green"
"761",39,"blue",3,"Good","313","321","121","square","plain","green","square","striped","blue","cloud","striped","blue","shape","square","cloud","circle"
"762",39,"blue",2,"VeryGood","323","331","131","square","striped","green","square","dotted","blue","cloud","dotted","blue","shape","square","cloud","circle"
"763",39,"plain",1,"VeryGood","312","231","212","square","plain","red","circle","dotted","blue","circle","plain","red","shape","square","cloud","circle"
"764",39,"red",2,"VeryGood","212","112","121","circle","plain","red","cloud","plain","red","cloud","striped","blue","shape","square","cloud","circle"
"765",39,"blue",1,"VeryGood","311","111","132","square","plain","blue","cloud","plain","blue","cloud","dotted","red","shape","square","cloud","circle"
"766",39,"striped",3,"Good","132","123","223","cloud","dotted","red","cloud","striped","green","circle","striped","green","shape","square","cloud","circle"
"767",39,"striped",2,"Good","322","122","111","square","striped","red","cloud","striped","red","cloud","plain","blue","shape","square","cloud","circle"
"768",39,"green",3,"Good","311","133","233","square","plain","blue","cloud","dotted","green","circle","dotted","green","shape","square","cloud","circle"
"769",39,"blue",3,"VeryGood","123","111","311","cloud","striped","green","cloud","plain","blue","square","plain","blue","shape","square","cloud","circle"
"770",39,"green",2,"VeryGood","332","323","123","square","dotted","red","square","striped","green","cloud","striped","green","shape","square","cloud","circle"
"771",39,"red",1,"Good","232","332","321","circle","dotted","red","square","dotted","red","square","striped","blue","shape","square","cloud","circle"
"772",39,"green",1,"Good","233","211","133","circle","dotted","green","circle","plain","blue","cloud","dotted","green","shape","square","cloud","circle"
"773",39,"plain",3,"VeryGood","132","113","313","cloud","dotted","red","cloud","plain","green","square","plain","green","shape","square","cloud","circle"
"774",39,"plain",3,"Good","331","113","213","square","dotted","blue","cloud","plain","green","circle","plain","green","shape","square","cloud","circle"
"775",39,"green",3,"VeryGood","231","113","313","circle","dotted","blue","cloud","plain","green","square","plain","green","shape","square","cloud","circle"
"776",39,"striped",3,"Good","121","333","221","cloud","striped","blue","square","dotted","green","circle","striped","blue","shape","square","cloud","circle"
"777",39,"red",2,"Good","211","232","132","circle","plain","blue","circle","dotted","red","cloud","dotted","red","shape","square","cloud","circle"
"778",39,"red",3,"Good","332","123","132","square","dotted","red","cloud","striped","green","cloud","dotted","red","shape","square","cloud","circle"
"779",39,"dotted",2,"VeryGood","221","332","232","circle","striped","blue","square","dotted","red","circle","dotted","red","shape","square","cloud","circle"
"780",39,"blue",2,"VeryGood","122","311","111","cloud","striped","red","square","plain","blue","cloud","plain","blue","shape","square","cloud","circle"
"781",40,"green",1,"VeryGood","223","123","332","circle","striped","green","cloud","striped","green","square","dotted","red","shape","square","circle","cloud"
"782",40,"blue",3,"Good","212","331","231","circle","plain","red","square","dotted","blue","circle","dotted","blue","shape","square","circle","cloud"
"783",40,"dotted",1,"VeryGood","331","312","131","square","dotted","blue","square","plain","red","cloud","dotted","blue","shape","square","circle","cloud"
"784",40,"striped",1,"VeryGood","322","222","113","square","striped","red","circle","striped","red","cloud","plain","green","shape","square","circle","cloud"
"785",40,"plain",3,"VeryGood","232","213","313","circle","dotted","red","circle","plain","green","square","plain","green","shape","square","circle","cloud"
"786",40,"blue",2,"Good","221","121","332","circle","striped","blue","cloud","striped","blue","square","dotted","red","shape","square","circle","cloud"
"787",40,"plain",2,"VeryGood","231","312","212","circle","dotted","blue","square","plain","red","circle","plain","red","shape","square","circle","cloud"
"788",40,"green",1,"VeryGood","313","221","213","square","plain","green","circle","striped","blue","circle","plain","green","shape","square","circle","cloud"
"789",40,"red",1,"VeryGood","332","121","132","square","dotted","red","cloud","striped","blue","cloud","dotted","red","shape","square","circle","cloud"
"790",40,"blue",1,"VeryGood","331","231","223","square","dotted","blue","circle","dotted","blue","circle","striped","green","shape","square","circle","cloud"
"791",40,"green",3,"VeryGood","123","112","323","cloud","striped","green","cloud","plain","red","square","striped","green","shape","square","circle","cloud"
"792",40,"dotted",2,"VeryGood","212","333","133","circle","plain","red","square","dotted","green","cloud","dotted","green","shape","square","circle","cloud"
"793",40,"plain",3,"VeryGood","322","111","211","square","striped","red","cloud","plain","blue","circle","plain","blue","shape","square","circle","cloud"
"794",40,"blue",3,"VeryGood","221","213","321","circle","striped","blue","circle","plain","green","square","striped","blue","shape","square","circle","cloud"
"795",40,"dotted",3,"VeryGood","132","113","332","cloud","dotted","red","cloud","plain","green","square","dotted","red","shape","square","circle","cloud"
"796",40,"plain",3,"VeryGood","111","223","211","cloud","plain","blue","circle","striped","green","circle","plain","blue","shape","square","circle","cloud"
"797",40,"green",1,"VeryGood","223","123","131","circle","striped","green","cloud","striped","green","cloud","dotted","blue","shape","square","circle","cloud"
"798",40,"striped",1,"VeryGood","323","223","231","square","striped","green","circle","striped","green","circle","dotted","blue","shape","square","circle","cloud"
"799",40,"red",2,"VeryGood","333","312","112","square","dotted","green","square","plain","red","cloud","plain","red","shape","square","circle","cloud"
"800",40,"plain",1,"VeryGood","213","331","113","circle","plain","green","square","dotted","blue","cloud","plain","green","shape","square","circle","cloud"
"801",41,"green",2,"Good","213","113","122","circle","plain","green","cloud","plain","green","cloud","striped","red","shape","circle","cloud","square"
"802",41,"striped",2,"Good","213","321","121","circle","plain","green","square","striped","blue","cloud","striped","blue","shape","circle","cloud","square"
"803",41,"green",2,"Bad","233","221","133","circle","dotted","green","circle","striped","blue","cloud","dotted","green","shape","circle","cloud","square"
"804",41,"dotted",1,"VeryGood","132","332","223","cloud","dotted","red","square","dotted","red","circle","striped","green","shape","circle","cloud","square"
"805",41,"red",3,"VeryGood","332","213","132","square","dotted","red","circle","plain","green","cloud","dotted","red","shape","circle","cloud","square"
"806",41,"red",1,"Good","332","132","321","square","dotted","red","cloud","dotted","red","square","striped","blue","shape","circle","cloud","square"
"807",41,"plain",3,"Good","223","111","311","circle","striped","green","cloud","plain","blue","square","plain","blue","shape","circle","cloud","square"
"808",41,"red",2,"VeryGood","331","122","322","square","dotted","blue","cloud","striped","red","square","striped","red","shape","circle","cloud","square"
"809",41,"blue",1,"VeryGood","221","312","321","circle","striped","blue","square","plain","red","square","striped","blue","shape","circle","cloud","square"
"810",41,"blue",2,"Good","231","131","222","circle","dotted","blue","cloud","dotted","blue","circle","striped","red","shape","circle","cloud","square"
"811",41,"striped",3,"Good","221","232","321","circle","striped","blue","circle","dotted","red","square","striped","blue","shape","circle","cloud","square"
"812",41,"striped",2,"Good","123","323","332","cloud","striped","green","square","striped","green","square","dotted","red","shape","circle","cloud","square"
"813",41,"blue",3,"VeryGood","333","111","211","square","dotted","green","cloud","plain","blue","circle","plain","blue","shape","circle","cloud","square"
"814",41,"plain",2,"Good","223","312","112","circle","striped","green","square","plain","red","cloud","plain","red","shape","circle","cloud","square"
"815",41,"red",2,"Good","333","312","112","square","dotted","green","square","plain","red","cloud","plain","red","shape","circle","cloud","square"
"816",41,"striped",1,"Good","321","212","121","square","striped","blue","circle","plain","red","cloud","striped","blue","shape","circle","cloud","square"
"817",41,"dotted",3,"VeryGood","333","122","133","square","dotted","green","cloud","striped","red","cloud","dotted","green","shape","circle","cloud","square"
"818",41,"striped",1,"Good","321","312","121","square","striped","blue","square","plain","red","cloud","striped","blue","shape","circle","cloud","square"
"819",41,"green",3,"Bad","213","313","231","circle","plain","green","square","plain","green","circle","dotted","blue","shape","circle","cloud","square"
"820",41,"dotted",2,"VeryGood","211","132","332","circle","plain","blue","cloud","dotted","red","square","dotted","red","shape","circle","cloud","square"
"821",42,"plain",2,"Good","323","113","112","square","striped","green","cloud","plain","green","cloud","plain","red","color","red","blue","green"
"822",42,"cloud",1,"VeryGood","112","113","331","cloud","plain","red","cloud","plain","green","square","dotted","blue","color","red","blue","green"
"823",42,"dotted",1,"Good","133","312","131","cloud","dotted","green","square","plain","red","cloud","dotted","blue","color","red","blue","green"
"824",42,"striped",3,"Good","321","113","323","square","striped","blue","cloud","plain","green","square","striped","green","color","red","blue","green"
"825",42,"plain",1,"Good","213","133","212","circle","plain","green","cloud","dotted","green","circle","plain","red","color","red","blue","green"
"826",42,"square",3,"VeryGood","311","132","312","square","plain","blue","cloud","dotted","red","square","plain","red","color","red","blue","green"
"827",42,"square",2,"Good","233","321","322","circle","dotted","green","square","striped","blue","square","striped","red","color","red","blue","green"
"828",42,"striped",2,"Good","122","123","211","cloud","striped","red","cloud","striped","green","circle","plain","blue","color","red","blue","green"
"829",42,"cloud",2,"Good","321","133","131","square","striped","blue","cloud","dotted","green","cloud","dotted","blue","color","red","blue","green"
"830",42,"cloud",2,"VeryGood","111","112","332","cloud","plain","blue","cloud","plain","red","square","dotted","red","color","red","blue","green"
"831",42,"striped",2,"VeryGood","211","121","123","circle","plain","blue","cloud","striped","blue","cloud","striped","green","color","red","blue","green"
"832",42,"square",2,"Good","332","331","123","square","dotted","red","square","dotted","blue","cloud","striped","green","color","red","blue","green"
"833",42,"cloud",2,"Good","211","133","132","circle","plain","blue","cloud","dotted","green","cloud","dotted","red","color","red","blue","green"
"834",42,"circle",1,"Good","223","312","222","circle","striped","green","square","plain","red","circle","striped","red","color","red","blue","green"
"835",42,"plain",2,"Bad","111","331","112","cloud","plain","blue","square","dotted","blue","cloud","plain","red","color","red","blue","green"
"836",42,"circle",2,"VeryGood","111","231","233","cloud","plain","blue","circle","dotted","blue","circle","dotted","green","color","red","blue","green"
"837",42,"circle",2,"Good","131","213","212","cloud","dotted","blue","circle","plain","green","circle","plain","red","color","red","blue","green"
"838",42,"plain",1,"VeryGood","112","232","113","cloud","plain","red","circle","dotted","red","cloud","plain","green","color","red","blue","green"
"839",42,"cloud",2,"Good","221","113","111","circle","striped","blue","cloud","plain","green","cloud","plain","blue","color","red","blue","green"
"840",42,"square",2,"Good","332","333","222","square","dotted","red","square","dotted","green","circle","striped","red","color","red","blue","green"
"841",43,"blue",3,"Good","312","231","131","square","plain","red","circle","dotted","blue","cloud","dotted","blue","shape","circle","cloud","square"
"842",43,"green",2,"Good","223","123","132","circle","striped","green","cloud","striped","green","cloud","dotted","red","shape","circle","cloud","square"
"843",43,"dotted",2,"Good","132","332","221","cloud","dotted","red","square","dotted","red","circle","striped","blue","shape","circle","cloud","square"
"844",43,"plain",1,"Good","111","133","211","cloud","plain","blue","cloud","dotted","green","circle","plain","blue","shape","circle","cloud","square"
"845",43,"red",1,"VeryGood","122","322","313","cloud","striped","red","square","striped","red","square","plain","green","shape","circle","cloud","square"
"846",43,"blue",2,"Good","211","111","333","circle","plain","blue","cloud","plain","blue","square","dotted","green","shape","circle","cloud","square"
"847",43,"red",1,"VeryGood","222","133","322","circle","striped","red","cloud","dotted","green","square","striped","red","shape","circle","cloud","square"
"848",43,"striped",2,"VeryGood","331","223","323","square","dotted","blue","circle","striped","green","square","striped","green","shape","circle","cloud","square"
"849",43,"blue",2,"VeryGood","232","221","121","circle","dotted","red","circle","striped","blue","cloud","striped","blue","shape","circle","cloud","square"
"850",43,"green",3,"VeryGood","133","211","233","cloud","dotted","green","circle","plain","blue","circle","dotted","green","shape","circle","cloud","square"
"851",43,"green",3,"VeryGood","231","113","213","circle","dotted","blue","cloud","plain","green","circle","plain","green","shape","circle","cloud","square"
"852",43,"green",1,"Good","333","133","321","square","dotted","green","cloud","dotted","green","square","striped","blue","shape","circle","cloud","square"
"853",43,"green",3,"VeryGood","333","111","233","square","dotted","green","cloud","plain","blue","circle","dotted","green","shape","circle","cloud","square"
"854",43,"green",2,"VeryGood","212","133","333","circle","plain","red","cloud","dotted","green","square","dotted","green","shape","circle","cloud","square"
"855",43,"blue",3,"VeryGood","111","223","211","cloud","plain","blue","circle","striped","green","circle","plain","blue","shape","circle","cloud","square"
"856",43,"plain",2,"VeryGood","311","211","132","square","plain","blue","circle","plain","blue","cloud","dotted","red","shape","circle","cloud","square"
"857",43,"blue",1,"VeryGood","121","232","321","cloud","striped","blue","circle","dotted","red","square","striped","blue","shape","circle","cloud","square"
"858",43,"plain",3,"VeryGood","311","322","211","square","plain","blue","square","striped","red","circle","plain","blue","shape","circle","cloud","square"
"859",43,"striped",1,"VeryGood","221","113","121","circle","striped","blue","cloud","plain","green","cloud","striped","blue","shape","circle","cloud","square"
"860",43,"green",3,"VeryGood","231","313","113","circle","dotted","blue","square","plain","green","cloud","plain","green","shape","circle","cloud","square"
"861",44,"square",1,"VeryGood","322","321","112","square","striped","red","square","striped","blue","cloud","plain","red","color","red","green","blue"
"862",44,"striped",2,"Good","212","321","323","circle","plain","red","square","striped","blue","square","striped","green","color","red","green","blue"
"863",44,"circle",1,"Good","231","233","111","circle","dotted","blue","circle","dotted","green","cloud","plain","blue","color","red","green","blue"
"864",44,"plain",1,"VeryGood","312","313","123","square","plain","red","square","plain","green","cloud","striped","green","color","red","green","blue"
"865",44,"dotted",1,"VeryGood","132","222","133","cloud","dotted","red","circle","striped","red","cloud","dotted","green","color","red","green","blue"
"866",44,"striped",3,"VeryGood","121","331","122","cloud","striped","blue","square","dotted","blue","cloud","striped","red","color","red","green","blue"
"867",44,"dotted",1,"Good","331","332","221","square","dotted","blue","square","dotted","red","circle","striped","blue","color","red","green","blue"
"868",44,"circle",2,"Good","232","231","322","circle","dotted","red","circle","dotted","blue","square","striped","red","color","red","green","blue"
"869",44,"cloud",3,"VeryGood","133","323","132","cloud","dotted","green","square","striped","green","cloud","dotted","red","color","red","green","blue"
"870",44,"striped",3,"Good","222","112","223","circle","striped","red","cloud","plain","red","circle","striped","green","color","red","green","blue"
"871",44,"dotted",1,"VeryGood","132","211","133","cloud","dotted","red","circle","plain","blue","cloud","dotted","green","color","red","green","blue"
"872",44,"cloud",2,"Good","331","121","123","square","dotted","blue","cloud","striped","blue","cloud","striped","green","color","red","green","blue"
"873",44,"striped",2,"VeryGood","323","322","233","square","striped","green","square","striped","red","circle","dotted","green","color","red","green","blue"
"874",44,"plain",3,"Good","212","123","213","circle","plain","red","cloud","striped","green","circle","plain","green","color","red","green","blue"
"875",44,"dotted",3,"VeryGood","312","131","133","square","plain","red","cloud","dotted","blue","cloud","dotted","green","color","red","green","blue"
"876",44,"dotted",1,"Good","231","312","232","circle","dotted","blue","square","plain","red","circle","dotted","red","color","red","green","blue"
"877",44,"plain",3,"Good","332","113","111","square","dotted","red","cloud","plain","green","cloud","plain","blue","color","red","green","blue"
"878",44,"square",2,"Good","223","331","332","circle","striped","green","square","dotted","blue","square","dotted","red","color","red","green","blue"
"879",44,"striped",2,"Good","122","123","332","cloud","striped","red","cloud","striped","green","square","dotted","red","color","red","green","blue"
"880",44,"plain",3,"Good","223","113","111","circle","striped","green","cloud","plain","green","cloud","plain","blue","color","red","green","blue"
"881",45,"square",2,"VeryGood","332","322","231","square","dotted","red","square","striped","red","circle","dotted","blue","pattern","striped","dotted","plain"
"882",45,"cloud",3,"Good","121","213","131","cloud","striped","blue","circle","plain","green","cloud","dotted","blue","pattern","striped","dotted","plain"
"883",45,"green",3,"Good","112","223","213","cloud","plain","red","circle","striped","green","circle","plain","green","pattern","striped","dotted","plain"
"884",45,"red",1,"Good","212","111","232","circle","plain","red","cloud","plain","blue","circle","dotted","red","pattern","striped","dotted","plain"
"885",45,"blue",1,"Good","111","121","312","cloud","plain","blue","cloud","striped","blue","square","plain","red","pattern","striped","dotted","plain"
"886",45,"green",3,"Good","232","333","313","circle","dotted","red","square","dotted","green","square","plain","green","pattern","striped","dotted","plain"
"887",45,"square",1,"Good","313","221","323","square","plain","green","circle","striped","blue","square","striped","green","pattern","striped","dotted","plain"
"888",45,"square",3,"VeryGood","331","232","321","square","dotted","blue","circle","dotted","red","square","striped","blue","pattern","striped","dotted","plain"
"889",45,"green",3,"Good","321","223","213","square","striped","blue","circle","striped","green","circle","plain","green","pattern","striped","dotted","plain"
"890",45,"square",3,"Good","323","122","313","square","striped","green","cloud","striped","red","square","plain","green","pattern","striped","dotted","plain"
"891",45,"square",2,"Good","323","313","212","square","striped","green","square","plain","green","circle","plain","red","pattern","striped","dotted","plain"
"892",45,"cloud",1,"Good","112","122","311","cloud","plain","red","cloud","striped","red","square","plain","blue","pattern","striped","dotted","plain"
"893",45,"circle",2,"Good","112","231","221","cloud","plain","red","circle","dotted","blue","circle","striped","blue","pattern","striped","dotted","plain"
"894",45,"cloud",3,"Good","323","131","111","square","striped","green","cloud","dotted","blue","cloud","plain","blue","pattern","striped","dotted","plain"
"895",45,"circle",2,"Good","322","213","233","square","striped","red","circle","plain","green","circle","dotted","green","pattern","striped","dotted","plain"
"896",45,"square",1,"Good","313","323","231","square","plain","green","square","striped","green","circle","dotted","blue","pattern","striped","dotted","plain"
"897",45,"blue",1,"Good","331","233","321","square","dotted","blue","circle","dotted","green","square","striped","blue","pattern","striped","dotted","plain"
"898",45,"circle",2,"Good","332","213","223","square","dotted","red","circle","plain","green","circle","striped","green","pattern","striped","dotted","plain"
"899",45,"cloud",3,"Good","122","233","132","cloud","striped","red","circle","dotted","green","cloud","dotted","red","pattern","striped","dotted","plain"
"900",45,"blue",1,"Good","111","131","312","cloud","plain","blue","cloud","dotted","blue","square","plain","red","pattern","striped","dotted","plain"
"901",46,"circle",2,"VeryGood","231","211","312","circle","dotted","blue","circle","plain","blue","square","plain","red","pattern","plain","dotted","striped"
"902",46,"cloud",2,"VeryGood","121","111","223","cloud","striped","blue","cloud","plain","blue","circle","striped","green","pattern","plain","dotted","striped"
"903",46,"green",1,"VeryGood","113","232","123","cloud","plain","green","circle","dotted","red","cloud","striped","green","pattern","plain","dotted","striped"
"904",46,"green",2,"VeryGood","333","313","132","square","dotted","green","square","plain","green","cloud","dotted","red","pattern","plain","dotted","striped"
"905",46,"green",1,"VeryGood","313","222","323","square","plain","green","circle","striped","red","square","striped","green","pattern","plain","dotted","striped"
"906",46,"circle",3,"VeryGood","232","121","212","circle","dotted","red","cloud","striped","blue","circle","plain","red","pattern","plain","dotted","striped"
"907",46,"green",1,"VeryGood","333","222","323","square","dotted","green","circle","striped","red","square","striped","green","pattern","plain","dotted","striped"
"908",46,"green",3,"VeryGood","331","123","133","square","dotted","blue","cloud","striped","green","cloud","dotted","green","pattern","plain","dotted","striped"
"909",46,"square",3,"VeryGood","213","332","312","circle","plain","green","square","dotted","red","square","plain","red","pattern","plain","dotted","striped"
"910",46,"cloud",2,"VeryGood","133","113","221","cloud","dotted","green","cloud","plain","green","circle","striped","blue","pattern","plain","dotted","striped"
"911",46,"green",1,"VeryGood","133","332","123","cloud","dotted","green","square","dotted","red","cloud","striped","green","pattern","plain","dotted","striped"
"912",46,"green",1,"VeryGood","213","223","111","circle","plain","green","circle","striped","green","cloud","plain","blue","pattern","plain","dotted","striped"
"913",46,"circle",1,"VeryGood","211","123","221","circle","plain","blue","cloud","striped","green","circle","striped","blue","pattern","plain","dotted","striped"
"914",46,"red",1,"VeryGood","232","222","121","circle","dotted","red","circle","striped","red","cloud","striped","blue","pattern","plain","dotted","striped"
"915",46,"blue",3,"VeryGood","231","132","211","circle","dotted","blue","cloud","dotted","red","circle","plain","blue","pattern","plain","dotted","striped"
"916",46,"square",1,"VeryGood","333","131","323","square","dotted","green","cloud","dotted","blue","square","striped","green","pattern","plain","dotted","striped"
"917",46,"red",3,"VeryGood","222","333","212","circle","striped","red","square","dotted","green","circle","plain","red","pattern","plain","dotted","striped"
"918",46,"cloud",1,"VeryGood","112","211","132","cloud","plain","red","circle","plain","blue","cloud","dotted","red","pattern","plain","dotted","striped"
"919",46,"square",2,"VeryGood","131","312","322","cloud","dotted","blue","square","plain","red","square","striped","red","pattern","plain","dotted","striped"
"920",46,"circle",1,"VeryGood","231","221","322","circle","dotted","blue","circle","striped","blue","square","striped","red","pattern","plain","dotted","striped"
"921",47,"striped",2,"VeryGood","121","122","312","cloud","striped","blue","cloud","striped","red","square","plain","red","color","red","blue","green"
"922",47,"striped",2,"VeryGood","233","321","323","circle","dotted","green","square","striped","blue","square","striped","green","color","red","blue","green"
"923",47,"circle",2,"VeryGood","213","211","331","circle","plain","green","circle","plain","blue","square","dotted","blue","color","red","blue","green"
"924",47,"cloud",2,"Good","121","123","333","cloud","striped","blue","cloud","striped","green","square","dotted","green","color","red","blue","green"
"925",47,"dotted",2,"VeryGood","131","132","313","cloud","dotted","blue","cloud","dotted","red","square","plain","green","color","red","blue","green"
"926",47,"cloud",2,"Good","232","123","122","circle","dotted","red","cloud","striped","green","cloud","striped","red","color","red","blue","green"
