"","X.1","X","workerid","pref1","order0","simPreference0","simulatedAnswer","numFeatures","normResponse0","simRank1","targetFeature","Answer.time_in_minutes","simPreference2","obj1","obj2","pref0","guessRank0","certainty","order2","evalNum","simRank0","targetFeatureNum","normResponse2","sex","order1","guessRank2","normResponse1","blockNr","obj3","simRank2","simPreference1","utterance","uttCode","response1","pref2","featuresPresent","response0","targetUttCode","guessRank1","response2","item","trialNum","education","enjoyment","language","gender","comments","age","assess","uttFeat","targetOC27","obj1OC27","obj2OC27","obj3OC27","DataPost_1","DataPost_2","DataPost_3","DataPost_4","DataPost_5","DataPost_6","DataPost_7","DataPost_8","DataPost_9","Post1_1","Post1_2","Post1_3","Post1_4","Post1_5","Post1_6","Post1_7","Post1_8","Post1_9","Post2_1","Post2_2","Post2_3","Post2_4","Post2_5","Post2_6","Post2_7","Post2_8","Post2_9","CCode","logLik"
"577",577,609,38,"circle",121,0.5,333,5,0,"cloud","shape",2.63145,0,211,121,"cloud","square",1,333,1,"circle",1,1,"male",211,"cloud",0,0,333,"square",1,"green","211",0,"square","['solid', 'striped', 'polka-dotted', 'blue', 'green']",0,"211-3","circle",1,26040,0,3,2,"English","Male","No comments.",27,"Yes",3,27,2,4,27,0,0,1,NA,NA,NA,NA,NA,NA,0.33333,0.33333,0.33333,0,0,0,0,0,0,0.05897,0.05897,0.88205,0,0,0,0,0,0,121111,0
"581",581,613,38,"circle",313,1,313,4,0,"circle","shape",2.63145,0,111,212,"cloud","square",1,212,1,"cloud",1,1,"male",111,"circle",0,1,313,"square",0.5,"green","311",0,"square","['solid', 'blue', 'red', 'green']",0,"311-3","cloud",1,11850,0,3,2,"English","Male","No comments.",27,"Yes",3,21,1,11,21,0,0,1,NA,NA,NA,NA,NA,NA,0.33333,0.33333,0.33333,0,0,0,0,0,0,0.05897,0.05897,0.88205,0,0,0,0,0,0,113211,0
"585",585,617,38,"striped",131,0,121,2,0,"polka-dotted","texture",2.63145,0.5,111,121,"solid","striped",1,111,3,"striped",2,0,"male",121,"solid",1,2,131,"solid",1,"cloud","331",1,"polka-dotted","['cloud', 'blue']",0,"331-3","polka-dotted",0,230,0,3,2,"English","Male","No comments.",27,"Yes",1,4,1,4,7,NA,NA,NA,0,1,0,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0.00921,0.98159,0.00921,0,0,0,323211,0
"589",589,621,38,"red",312,0.5,211,4,0.565217391304348,"blue","color",2.63145,1,211,331,"blue","blue",1,331,2,"green",3,0.434782608695652,"male",211,"red",0,3,312,"red",0,"circle","22b2b",0,"green","['circle', 'square', 'solid', 'polka-dotted']",0.65,"22b2b-2","green",0.5,1942,0,3,2,"English","Male","No comments.",27,"Yes",1,2,2,9,12,NA,NA,NA,NA,NA,NA,0.56522,0,0.43478,0,0,0,0,0,0,0.33333,0.33333,0.33333,0,0,0,0,0,0,0.4529,0.03421,0.51289,122122,0
"593",593,625,39,"circle",132,0.5,331,4,0.230769230769231,"cloud","shape",8.42005,1,211,331,"cloud","cloud",0.4,211,1,"square",1,0.769230769230769,"male",331,"square",0,0,132,"circle",0,"polka-dotted","22b1",0,"square","['solid', 'polka-dotted', 'blue', 'red']",0.3,"22b1-3","circle",1,4840,0,4,2,"English","Female",NA,34,"Yes",2,9,2,9,16,0.23077,0,0.76923,NA,NA,NA,NA,NA,NA,0,0.33333,0.66667,0,0,0,0,0,0,0.21882,0.27021,0.51097,0,0,0,0,0,0,212211,0
"597",597,629,39,"striped",321,0.5,232,5,0.238095238095238,"solid","texture",8.42005,0,111,321,"solid","striped",0.8,111,2,"striped",2,0.619047619047619,"male",232,"solid",0.142857142857143,1,232,"polka-dotted",1,"red","211",0.15,"polka-dotted","['cloud', 'circle', 'square', 'blue', 'red']",0.25,"211-3","polka-dotted",0.65,5701,0,4,2,"English","Female",NA,34,"Yes",3,17,1,6,17,NA,NA,NA,0.2381,0.14286,0.61905,NA,NA,NA,0,0,0,0.33333,0.33333,0.33333,0,0,0,0,0,0,0.26197,0.26197,0.47607,0,0,0,121111,0
"601",601,633,39,"circle",221,0.5,322,4,0.111111111111111,"cloud","shape",8.42005,0,211,221,"cloud","square",1,322,1,"circle",1,0.592592592592593,"male",211,"cloud",0.296296296296296,2,322,"square",1,"red","22a2b",0.4,"square","['solid', 'striped', 'blue', 'red']",0.15,"22a2b-2a","circle",0.8,3710,0,4,2,"English","Female",NA,34,"Yes",3,15,2,5,15,0.11111,0.2963,0.59259,NA,NA,NA,NA,NA,NA,0.33333,0.33333,0.33333,0,0,0,0,0,0,0.47339,0.18692,0.33969,0,0,0,0,0,0,122112,0
"605",605,637,39,"red",333,1,333,3,0.173913043478261,"red","color",8.42005,0,231,232,"blue","blue",0.55,231,2,"blue",3,0.608695652173913,"male",232,"red",0.217391304347826,3,333,"green",0.5,"square","321",0.25,"green","['circle', 'square', 'polka-dotted']",0.2,"321-3","green",0.7,27271,0,4,2,"English","Female",NA,34,"Yes",1,27,8,17,27,NA,NA,NA,NA,NA,NA,0.17391,0.21739,0.6087,0,0,0,0,0,0,0.33333,0.33333,0.33333,0,0,0,0,0,0,0.26197,0.26197,0.47607,123211,0
"609",609,641,40,"red",233,0,233,4,0.3,"red","color",7.10005,1,222,123,"blue","red",0.95,123,2,"green",3,0.4,"male",222,"blue",0.3,0,233,"blue",0.5,"circle","22b2b",0.75,"green","['cloud', 'circle', 'striped', 'polka-dotted']",0.75,"22b2b-2","green",1,25232,0,3,2,"English","Male","This experiment is very interesting",44,"Yes",1,26,14,22,26,NA,NA,NA,NA,NA,NA,0.3,0.3,0.4,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0.50252,0.24097,0.25651,212212,0
"613",613,645,40,"striped",113,0,233,4,0.338983050847458,"striped","texture",7.10005,1,113,323,"solid","solid",1,233,0,"polka-dotted",2,0.322033898305085,"male",323,"solid",0.338983050847458,1,233,"solid",0.5,"green","311",1,"polka-dotted","['cloud', 'circle', 'square', 'green']",1,"311-3","striped,polka-dotted",0.95,25711,0,3,2,"English","Male","This experiment is very interesting",44,"Yes",3,26,19,24,26,NA,NA,NA,0.33898,0.33898,0.32203,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0.32411,0.32411,0.35178,0,0,0,321111,0
"617",617,649,40,"circle",132,0.5,231,5,0.333333333333333,"cloud","shape",7.10005,1,231,132,"cloud","square",0.9,231,3,"square",1,0.333333333333333,"male",123,"circle",0.333333333333333,2,123,"circle",0,"blue","22b1",0.5,"square","['striped', 'polka-dotted', 'blue', 'red', 'green']",0.5,"22b1-2","cloud",0.5,14420,0,3,2,"English","Male","This experiment is very interesting",44,"Yes",3,8,8,16,22,0.33333,0.33333,0.33333,NA,NA,NA,NA,NA,NA,0.33333,0.33333,0.33333,0,0,0,0,0,0,0.33333,0.33333,0.33333,0,0,0,0,0,0,112112,0
"621",621,653,40,"circle",131,1,131,4,0.326530612244898,"square","shape",7.10005,0.5,311,131,"cloud","cloud",0.8,311,3,"cloud",1,0.346938775510204,"male",112,"circle",0.326530612244898,3,112,"circle",0,"blue","22b2b",0.8,"square","['solid', 'polka-dotted', 'blue', 'red']",0.8,"22b2b-2","square",0.85,1010,0,3,2,"English","Male","This experiment is very interesting",44,"Yes",3,7,3,7,10,0.32653,0.32653,0.34694,NA,NA,NA,NA,NA,NA,0.5,0.5,0,0,0,0,0,0,0,0.25651,0.50252,0.24097,0,0,0,0,0,0,212212,0
"625",625,673,42,"circle",312,1,111,5,1,"circle","shape",5.81318333333333,0,111,312,"cloud","square",1,111,0,"cloud",1,0,"female",333,"cloud",0,0,333,"square",0.5,"solid","22b1",0,"square","['solid', 'polka-dotted', 'blue', 'red', 'green']",1,"22b1-2","circle",0,26550,0,2,2,"English","Female",NA,43,"Yes",2,1,1,12,27,1,0,0,NA,NA,NA,NA,NA,NA,0.5,0.5,0,0,0,0,0,0,0,0.33537,0.48846,0.17617,0,0,0,0,0,0,211211,0
"629",629,677,42,"striped",311,0.5,332,3,0.310344827586207,"solid","texture",5.81318333333333,1,311,322,"solid","polka-dotted",1,332,3,"polka-dotted",2,0.689655172413793,"female",322,"striped",0,1,332,"striped",0,"square","321",0,"polka-dotted","['square', 'blue', 'red']",0.45,"321-3","solid",1,7730,0,2,2,"English","Female",NA,43,"Yes",1,18,3,15,18,NA,NA,NA,0.31034,0,0.68966,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0.23087,0.23087,0.53825,0,0,0,322111,0
"633",633,681,42,"red",223,1,221,3,0.5,"green","color",5.81318333333333,0.5,221,122,"blue","blue",1,122,2,"blue",3,0.25,"female",221,"green",0.25,2,223,"red",0,"striped","321",0.5,"green","['cloud', 'circle', 'striped']",1,"321-3","red",0.5,16101,0,2,2,"English","Female",NA,43,"Yes",2,5,5,13,23,NA,NA,NA,NA,NA,NA,0.5,0.25,0.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.53825,0.23087,0.23087,322111,0
"637",637,685,42,"red",322,0,212,4,0.333333333333333,"green","color",5.81318333333333,0.5,211,212,"blue","red",1,211,2,"red",3,0,"female",212,"green",0.666666666666667,3,322,"blue",1,"circle","22a2b",1,"green","['circle', 'square', 'solid', 'striped']",0.5,"22a2b-2b","blue",0,4102,0,2,2,"English","Female",NA,43,"Yes",1,11,2,11,15,NA,NA,NA,NA,NA,NA,0.33333,0.66667,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0.15539,0.31698,0.52763,212122,0
"641",641,689,43,"striped",133,1,223,4,0.3125,"striped","texture",11.6193666666667,0,232,223,"solid","solid",1,232,3,"solid",2,0.21875,"female",223,"polka-dotted",0.46875,0,133,"polka-dotted",0.5,"green","22b2b",0.75,"polka-dotted","['cloud', 'circle', 'red', 'green']",0.5,"22b2b-2","striped",0.35,22711,0,2,2,"English","Male","thank you",43,"Yes",3,23,17,23,25,NA,NA,NA,0.3125,0.46875,0.21875,NA,NA,NA,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0.48163,0.34003,0.17834,0,0,0,212212,0
"645",645,693,43,"striped",321,0.5,111,5,0.466666666666667,"solid","texture",11.6193666666667,1,111,321,"solid","solid",0.7,232,2,"polka-dotted",2,0.266666666666667,"female",111,"striped",0.266666666666667,1,232,"striped",0,"blue","211",0.4,"polka-dotted","['cloud', 'circle', 'square', 'blue', 'red']",0.7,"211-3","polka-dotted",0.4,5701,0,2,2,"English","Male","thank you",43,"Yes",3,1,1,6,17,NA,NA,NA,0.46667,0.26667,0.26667,NA,NA,NA,0,0,0,0.66667,0,0.33333,0,0,0,0,0,0,0.47066,0.19601,0.33333,0,0,0,211111,0
"649",649,697,43,"circle",232,1,322,4,0.357142857142857,"square","shape",11.6193666666667,0.5,212,322,"cloud","cloud",0.85,322,3,"cloud",1,0.5,"female",212,"circle",0.142857142857143,2,232,"circle",0,"red","321",0.2,"square","['solid', 'striped', 'polka-dotted', 'red']",0.5,"321-2","square",0.7,6610,0,2,2,"English","Male","thank you",43,"Yes",3,15,11,15,17,0.35714,0.14286,0.5,NA,NA,NA,NA,NA,NA,0.5,0,0.5,0,0,0,0,0,0,0.56408,0.12817,0.30775,0,0,0,0,0,0,321211,0
"653",653,701,43,"red",131,0.5,133,2,0.263157894736842,"blue","color",11.6193666666667,1,131,132,"blue","green",0.65,132,3,"green",3,0.473684210526316,"female",133,"red",0.263157894736842,3,133,"red",0,"cloud","331",0.5,"green","['cloud', 'polka-dotted']",0.5,"331-3","blue",0.9,21350,0,2,2,"English","Male","thank you",43,"Yes",1,25,7,16,25,NA,NA,NA,NA,NA,NA,0.26316,0.26316,0.47368,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.22721,0.22721,0.54558,323211,0
"657",657,705,44,"striped",223,0.5,223,4,0.264705882352941,"solid","texture",9.82158333333333,0,311,231,"solid","striped",0.95,231,3,"striped",2,0.264705882352941,"male",311,"polka-dotted",0.470588235294118,0,223,"polka-dotted",1,"circle","22b1",0.8,"polka-dotted","['circle', 'square', 'blue', 'green']",0.45,"22b1-3","solid",0.45,15631,0,3,2,"English","Male",NA,27,"Yes",1,23,3,8,23,NA,NA,NA,0.26471,0.47059,0.26471,NA,NA,NA,0,0,0,0.33333,0.66667,0,0,0,0,0,0,0,0.33333,0.42052,0.24615,0,0,0,211211,0
"661",661,709,44,"red",331,0.5,331,4,0.444444444444444,"blue","color",9.82158333333333,0,231,331,"blue","red",1,231,3,"red",3,0.277777777777778,"male",313,"green",0.277777777777778,1,313,"green",1,"square","22a2b",0.5,"green","['circle', 'square', 'solid', 'polka-dotted']",0.8,"22a2b-2a","blue",0.5,11752,0,3,2,"English","Male",NA,27,"Yes",1,9,8,9,21,NA,NA,NA,NA,NA,NA,0.44444,0.27778,0.27778,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0.29583,0.51428,0.18988,212222,0
"665",665,713,44,"striped",323,0.5,332,4,0.27027027027027,"solid","texture",9.82158333333333,1,112,332,"solid","polka-dotted",0.8,332,2,"polka-dotted",2,0.459459459459459,"male",112,"solid",0.27027027027027,2,323,"striped",0,"square","22b1",0.5,"polka-dotted","['cloud', 'square', 'red', 'green']",0.5,"22b1-3","striped",0.85,19161,0,3,2,"English","Male",NA,27,"Yes",1,18,10,18,24,NA,NA,NA,0.27027,0.27027,0.45946,NA,NA,NA,0,0,0,0.33333,0,0.66667,0,0,0,0,0,0,0.33333,0.24615,0.42052,0,0,0,212211,0
"669",669,717,44,"circle",113,0,212,5,0.27027027027027,"circle","shape",9.82158333333333,1,131,212,"cloud","square",0.9,212,3,"square",1,0.27027027027027,"male",131,"cloud",0.459459459459459,3,113,"cloud",0.5,"solid","22b1",0.85,"square","['solid', 'polka-dotted', 'blue', 'red', 'green']",0.5,"22b1-2","circle",0.5,8670,0,3,2,"English","Male",NA,27,"Yes",2,11,7,11,19,0.27027,0.45946,0.27027,NA,NA,NA,NA,NA,NA,0,0.5,0.5,0,0,0,0,0,0,0.20665,0.30687,0.48649,0,0,0,0,0,0,211211,0
"673",673,721,45,"red",233,0.5,332,4,0.3125,"blue","color",4.66683333333333,0,332,133,"blue","red",0.95,133,3,"red",3,0.15625,"female",332,"green",0.53125,0,233,"green",1,"polka-dotted","321",0.85,"green","['cloud', 'circle', 'square', 'polka-dotted']",0.5,"321-2","blue",0.25,25931,0,3,2,"English","Female",NA,30,"Yes",2,18,18,25,26,NA,NA,NA,NA,NA,NA,0.3125,0.53125,0.15625,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0.5684,0.29479,0.13681,321211,0
"677",677,725,45,"red",322,1,321,3,0.459459459459459,"green","color",4.66683333333333,0.5,321,322,"blue","blue",0.9,321,3,"blue",3,0.27027027027027,"female",223,"red",0.27027027027027,1,223,"red",0,"square","321",0.5,"green","['circle', 'square', 'striped']",0.85,"321-3","green",0.5,16361,0,3,2,"English","Female",NA,30,"Yes",1,6,6,15,23,NA,NA,NA,NA,NA,NA,0.45946,0.27027,0.27027,0,0,0,0,0,0,0.66667,0,0.33333,0,0,0,0,0,0,0.46553,0.21605,0.31842,213211,0
"681",681,729,45,"striped",112,0.5,133,4,0.307692307692308,"solid","texture",4.66683333333333,1,112,332,"solid","solid",0.75,332,2,"polka-dotted",2,0.41025641025641,"female",133,"striped",0.282051282051282,2,133,"striped",0,"cloud","22b2b",0.55,"polka-dotted","['cloud', 'square', 'red', 'green']",0.6,"22b2b-2","polka-dotted",0.8,21691,0,3,2,"English","Female",NA,30,"Yes",1,25,10,18,25,NA,NA,NA,0.30769,0.28205,0.41026,NA,NA,NA,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0.16315,0.53021,0.30664,0,0,0,212212,0
"685",685,733,45,"striped",112,1,133,4,0.222222222222222,"polka-dotted","texture",4.66683333333333,0.5,131,112,"solid","solid",0.85,131,3,"solid",2,0.592592592592593,"female",133,"striped",0.185185185185185,3,133,"striped",0,"green","321",0.25,"polka-dotted","['cloud', 'blue', 'red', 'green']",0.3,"321-2","polka-dotted",0.8,20660,0,3,2,"English","Female",NA,30,"Yes",3,25,7,10,25,NA,NA,NA,0.22222,0.18519,0.59259,NA,NA,NA,0,0,0,0.33333,0.33333,0.33333,0,0,0,0,0,0,0.29194,0.37957,0.3285,0,0,0,113221,0
"689",689,737,46,"striped",113,0,113,5,0.230769230769231,"polka-dotted","texture",4.35958333333333,0.5,311,231,"solid","solid",0.6,311,0,"striped",2,0.384615384615385,"male",231,"striped",0.384615384615385,0,113,"solid",1,"green","22b1",0.5,"polka-dotted","['cloud', 'circle', 'square', 'blue', 'green']",0.3,"22b1-2","polka-dotted",0.5,8391,0,1,2,"english","Female","interesting study",25,"Yes",3,19,3,8,19,NA,NA,NA,0.23077,0.38462,0.38462,NA,NA,NA,0,0,0,0.33333,0.33333,0.33333,0,0,0,0,0,0,0.33238,0.33523,0.33238,0,0,0,122111,0
"693",693,741,46,"striped",311,0,133,4,0.333333333333333,"polka-dotted","texture",4.35958333333333,0.5,311,113,"solid","striped",0.55,133,2,"striped",2,0.266666666666667,"male",113,"polka-dotted",0.4,1,133,"solid",1,"green","22a2b",0.3,"polka-dotted","['cloud', 'square', 'blue', 'green']",0.25,"22a2b-2b","solid",0.2,21791,0,1,2,"english","Female","interesting study",25,"Yes",3,25,3,19,25,NA,NA,NA,0.33333,0.4,0.26667,NA,NA,NA,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0.24973,0.50053,0.24974,0,0,0,212112,0
"697",697,745,46,"striped",122,0,122,4,0.214285714285714,"polka-dotted","texture",4.35958333333333,0.5,331,312,"solid","solid",0.75,312,0,"striped",2,0.464285714285714,"male",331,"solid",0.321428571428571,2,122,"solid",1,"cloud","22b1",0.45,"polka-dotted","['cloud', 'square', 'blue', 'red']",0.3,"22b1-3","striped,polka-dotted",0.65,2831,0,1,2,"english","Female","interesting study",25,"Yes",1,13,9,12,13,NA,NA,NA,0.21429,0.32143,0.46429,NA,NA,NA,0,0,0,0.33333,0.33333,0.33333,0,0,0,0,0,0,0.33333,0.33333,0.33333,0,0,0,122111,0
"701",701,749,46,"red",231,0.5,232,2,0.347826086956522,"blue","color",4.35958333333333,0,231,232,"blue","blue",1,232,0,"red",3,0,"male",233,"blue",0.652173913043478,3,233,"green",1,"polka-dotted","331",0.75,"green","['circle', 'polka-dotted']",0.4,"331-3","red,green",0,24270,0,1,2,"english","Female","interesting study",25,"Yes",2,17,8,17,26,NA,NA,NA,NA,NA,NA,0.34783,0.65217,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.33333,0.33334,0.33333,323211,0
"705",705,769,48,"red",121,0,311,4,0.393939393939394,"green","color",6.80998333333333,0.5,311,121,"blue","red",0.25,123,3,"red",3,0.303030303030303,"female",311,"blue",0.303030303030303,0,123,"blue",1,"square","22a2b",0.5,"green","['cloud', 'square', 'solid', 'striped']",0.65,"22a2b-2b","green",0.5,13352,0,2,2,"English","Male",NA,41,"Yes",1,3,3,4,22,NA,NA,NA,NA,NA,NA,0.39394,0.30303,0.30303,0,0,0,0,0,0,0.33333,0.33333,0.33333,0,0,0,0,0,0,0.33584,0.39236,0.2718,122112,0
"709",709,773,48,"red",232,1,231,2,0.583333333333333,"green","color",6.80998333333333,0.5,231,232,"blue","blue",0.65,231,2,"blue",3,0.208333333333333,"female",233,"green",0.208333333333333,1,233,"red",0,"circle","331",0.25,"green","['circle', 'polka-dotted']",0.7,"331-3","red",0.25,24270,0,2,2,"English","Male",NA,41,"Yes",1,8,8,17,26,NA,NA,NA,NA,NA,NA,0.58333,0.20833,0.20833,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.59717,0.20141,0.20141,323211,0
"713",713,777,48,"circle",223,0,333,4,0.214285714285714,"circle","shape",6.80998333333333,1,121,223,"cloud","square",0.65,121,3,"square",1,0.535714285714286,"female",333,"cloud",0.25,2,333,"cloud",0.5,"green","22b1",0.35,"square","['striped', 'polka-dotted', 'blue', 'green']",0.3,"22b1-3","circle",0.75,28340,0,2,2,"English","Male",NA,41,"Yes",3,27,4,23,27,0.21429,0.25,0.53571,NA,NA,NA,NA,NA,NA,0.33333,0,0.66667,0,0,0,0,0,0,0.30603,0.17503,0.51894,0,0,0,0,0,0,211211,0
"717",717,781,48,"red",322,0,322,4,0.294117647058824,"red","color",6.80998333333333,1,221,322,"blue","red",0.7,333,2,"green",3,0.294117647058824,"female",221,"blue",0.411764705882353,3,333,"blue",0.5,"striped","22b1",0.7,"green","['circle', 'square', 'striped', 'polka-dotted']",0.5,"22b1-3","green",0.5,26952,0,2,2,"English","Male",NA,41,"Yes",2,15,5,15,27,NA,NA,NA,NA,NA,NA,0.29412,0.41176,0.29412,0,0,0,0,0,0,0,0.66667,0.33333,0,0,0,0,0,0,0.17503,0.51894,0.30603,212211,0
"721",721,785,49,"red",111,1,323,4,0.5,"green","color",9.25801666666667,0.5,111,122,"blue","blue",1,323,3,"blue",3,0.5,"female",122,"red",0,0,323,"red",0,"striped","22b1",0,"green","['cloud', 'square', 'solid', 'striped']",0.6,"22b1-3","green",0.6,18372,0,3,2,"English","Male","No comments.",28,"Yes",2,24,1,13,24,NA,NA,NA,NA,NA,NA,0.5,0,0.5,0,0,0,0,0,0,0.33333,0,0.66667,0,0,0,0,0,0,0.33333,0.13256,0.5341,211211,0
"725",725,789,49,"red",122,0.5,113,3,0.25,"blue","color",9.25801666666667,1,121,122,"blue","green",1,113,2,"green",3,0.5,"female",121,"blue",0.25,1,113,"red",0,"cloud","321",0.5,"green","['cloud', 'solid', 'striped']",0.5,"321-3","red",1,8851,0,3,2,"English","Male","No comments.",28,"Yes",1,19,4,13,19,NA,NA,NA,NA,NA,NA,0.25,0.25,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.16586,0.16586,0.66827,321211,0
"729",729,793,49,"circle",223,0.5,121,4,0.571428571428571,"cloud","shape",9.25801666666667,1,121,223,"cloud","square",1,121,3,"square",1,0.285714285714286,"female",333,"circle",0.142857142857143,2,333,"circle",0,"striped","22b1",0.25,"square","['striped', 'polka-dotted', 'blue', 'green']",1,"22b1-3","cloud",0.5,28340,0,3,2,"English","Male","No comments.",28,"Yes",2,4,4,23,27,0.57143,0.14286,0.28571,NA,NA,NA,NA,NA,NA,0.66667,0,0.33333,0,0,0,0,0,0,0.5341,0.13256,0.33333,0,0,0,0,0,0,211211,0
"733",733,797,49,"circle",311,0.5,213,4,0,"cloud","shape",9.25801666666667,0,311,112,"cloud","circle",1,213,3,"circle",1,0,"female",112,"square",1,3,213,"square",1,"solid","311",1,"square","['solid', 'blue', 'red', 'green']",0,"311-3","cloud",0,10070,0,3,2,"English","Male","No comments.",28,"Yes",2,20,3,10,20,0,1,0,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0.16586,0.66827,0.16586,0,0,0,0,0,0,321111,0
"737",737,801,50,"striped",113,0.5,231,5,0.346153846153846,"solid","texture",20.5515666666667,1,311,231,"solid","polka-dotted",0.7,231,3,"polka-dotted",2,0.5,"female",311,"striped",0.153846153846154,0,113,"striped",0,"circle","22b1",0.2,"polka-dotted","['cloud', 'circle', 'square', 'blue', 'green']",0.45,"22b1-2","solid",0.65,8391,0,3,2,"English","Male","Fun study.  Really enjoyed it.",35,"Yes",1,8,3,8,19,NA,NA,NA,0.34615,0.15385,0.5,NA,NA,NA,0,0,0,0.33333,0.33333,0.33333,0,0,0,0,0,0,0.33333,0.33333,0.33333,0,0,0,112112,0
"741",741,805,50,"striped",233,0,233,4,0.166666666666667,"striped","texture",20.5515666666667,1,321,213,"solid","polka-dotted",0.9,213,3,"polka-dotted",2,0.5,"female",321,"solid",0.333333333333333,1,233,"solid",0.5,"circle","22a1",0.5,"polka-dotted","['circle', 'square', 'blue', 'green']",0.25,"22a1-3","striped",0.75,24761,0,3,2,"English","Male","Fun study.  Really enjoyed it.",35,"Yes",1,26,6,20,26,NA,NA,NA,0.16667,0.33333,0.5,NA,NA,NA,0,0,0,0,0.33333,0.66667,0,0,0,0,0,0,0.23553,0.33333,0.43114,0,0,0,212111,0
"745",745,809,50,"red",222,0,332,4,0.166666666666667,"red","color",20.5515666666667,1,321,222,"blue","green",0.8,332,3,"green",3,0.333333333333333,"female",321,"blue",0.5,2,332,"blue",0.5,"square","22b2b",0.75,"green","['circle', 'square', 'striped', 'polka-dotted']",0.25,"22b2b-2","red",0.5,7632,0,3,2,"English","Male","Fun study.  Really enjoyed it.",35,"Yes",1,18,6,14,18,NA,NA,NA,NA,NA,NA,0.16667,0.5,0.33333,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0.18218,0.30216,0.51566,212212,0
"749",749,813,50,"red",211,0.5,312,4,0.285714285714286,"blue","color",20.5515666666667,0,211,312,"blue","red",1,113,3,"red",3,0.285714285714286,"female",312,"green",0.428571428571429,3,113,"green",1,"solid","311",0.75,"green","['cloud', 'circle', 'square', 'solid']",0.5,"311-3","blue",0.5,8721,0,3,2,"English","Male","Fun study.  Really enjoyed it.",35,"Yes",2,12,2,12,19,NA,NA,NA,NA,NA,NA,0.28571,0.42857,0.28571,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.26106,0.47788,0.26106,321111,0
"753",753,817,51,"striped",211,0.5,322,4,0.222222222222222,"solid","texture",11.5155666666667,1,211,231,"solid","polka-dotted",0.25,231,2,"polka-dotted",2,0.222222222222222,"male",322,"solid",0.555555555555556,0,322,"striped",0,"square","22a1",1,"polka-dotted","['circle', 'square', 'blue', 'red']",0.4,"22a1-3","striped",0.4,3861,0,3,2,"english","Female",NA,39,"Yes",1,15,2,8,15,NA,NA,NA,0.22222,0.55556,0.22222,NA,NA,NA,0,0,0,0.33333,0.33333,0.33333,0,0,0,0,0,0,0.2925,0.415,0.2925,0,0,0,121211,0
"757",757,821,51,"circle",232,0.5,323,4,0.263157894736842,"cloud","shape",11.5155666666667,0,232,323,"cloud","square",0.15,133,1,"circle",1,0.473684210526316,"male",323,"cloud",0.263157894736842,1,133,"square",1,"striped","22b1",0.5,"square","['striped', 'polka-dotted', 'red', 'green']",0.5,"22b1-3","circle",0.9,22930,0,3,2,"english","Female",NA,39,"Yes",2,24,17,24,25,0.26316,0.26316,0.47368,NA,NA,NA,NA,NA,NA,0.33333,0.33333,0.33333,0,0,0,0,0,0,0.2925,0.2925,0.415,0,0,0,0,0,0,122111,0
"761",761,825,51,"striped",332,0,332,5,0.25,"polka-dotted","texture",11.5155666666667,0.5,121,222,"solid","striped",0.45,222,3,"striped",2,0.5,"male",121,"solid",0.25,2,332,"solid",1,"square","22b1",0.5,"polka-dotted","['cloud', 'circle', 'square', 'blue', 'red']",0.5,"22b1-2","polka-dotted",1,7611,0,3,2,"english","Female",NA,39,"Yes",1,18,4,14,18,NA,NA,NA,0.25,0.25,0.5,NA,NA,NA,0,0,0,0.33333,0.33333,0.33333,0,0,0,0,0,0,0.39305,0.25093,0.35602,0,0,0,112112,0
"765",765,829,51,"circle",232,0.5,321,4,0.32258064516129,"cloud","shape",11.5155666666667,1,221,321,"cloud","square",0.75,221,3,"square",1,0.516129032258065,"male",321,"circle",0.161290322580645,3,232,"circle",0,"striped","22a2b",0.25,"square","['striped', 'polka-dotted', 'blue', 'red']",0.5,"22a2b-2b","cloud",0.8,5740,0,3,2,"english","Female",NA,39,"Yes",2,6,5,6,17,0.32258,0.16129,0.51613,NA,NA,NA,NA,NA,NA,0.5,0,0.5,0,0,0,0,0,0,0.49399,0.15427,0.35174,0,0,0,0,0,0,212112,0
