"","X","workerid","item","slide_number","language","pref1","response1","pref2","response2","pref3","response3","pref4","response4","pref5","response5","pref6","response6","target","obj2","obj3","utterance","itemCode","ambiguous","uttFeat","q1Feat","q2Feat","targetOC27","obj2OC27","obj3OC27","DataPost_1","DataPost_2","DataPost_3","DataPost_4","DataPost_5","DataPost_6","DataPost_7","DataPost_8","DataPost_9","Post1_1","Post1_2","Post1_3","Post1_4","Post1_5","Post1_6","Post1_7","Post1_8","Post1_9","Post2_1","Post2_2","Post2_3","Post2_4","Post2_5","Post2_6","Post2_7","Post2_8","Post2_9","CCode"
"906",996,66,2080,11,"English","solid things",1,"striped things",0,"polka-dotted things",1,"blue things",0,"red things",1,"green things",0,122,113,131,"cloud",321111,"True",1,2,3,13,19,7,NA,NA,NA,0.5,0,0.5,0,1,0,1,NA,NA,0.00217,0.99565,0.00217,0.00217,0.99565,0.00217,1,NA,NA,0.0091,0.98181,0.0091,0.0091,0.98181,0.0091,321111
"907",997,66,519,12,"English","clouds",0,"circles",1,"squares",0,"blue things",0,"red things",0,"green things",0,213,223,133,"solid",112132,"False",2,1,3,20,23,25,0,1,0,NA,NA,NA,0.33333,0.33333,0.33333,0.04545,0.95455,NA,0.95455,0.02273,0.02273,NA,NA,1,0,1,NA,0.87879,0.06061,0.06061,NA,NA,1,113221
"908",998,66,681,13,"English","blue things",1,"red things",0,"green things",0,"solid things",1,"striped things",0,"polka-dotted things",0,111,122,313,"cloud",212211,"True",1,3,2,1,13,21,NA,NA,NA,1,0,0,1,0,0,0.95256,NA,0.04744,0.95256,0.04744,NA,0.95256,0.02372,0.02372,1,NA,0,1,0,NA,0.86363,0.06818,0.06818,212211
"909",999,66,2116,14,"English","solid things",0,"striped things",1,"polka-dotted things",0,"clouds",1,"circles",0,"squares",0,121,212,313,"blue",111112,"False",3,2,1,4,11,21,1,0,0,0,1,0,NA,NA,NA,0.95256,0.02372,0.02372,0.04744,0.95256,NA,0.95256,0.02372,0.02372,0.86363,0.06818,0.06818,0,1,NA,0.86363,0.06818,0.06818,111211
"910",1000,66,1591,15,"English","clouds",0,"circles",0,"squares",1,"solid things",0,"striped things",0,"polka-dotted things",1,333,333,123,"green",322121,"True",3,1,2,27,27,22,0,0,1,0,0,1,NA,NA,NA,0.04744,NA,0.95256,NA,0.04744,0.95256,NA,NA,1,0,NA,1,NA,0,1,NA,NA,1,322121
"911",1001,66,2073,16,"English","solid things",0,"striped things",0,"polka-dotted things",1,"clouds",0,"circles",0,"squares",1,333,113,223,"green",321111,"True",3,2,1,27,19,23,0,0,1,0,0,1,NA,NA,NA,0.00217,0.00217,0.99565,0.00217,0.00217,0.99565,NA,NA,1,0.0091,0.0091,0.98181,0.0091,0.0091,0.98181,NA,NA,1,321111
"912",1002,66,1684,17,"English","clouds",0,"circles",1,"squares",0,"solid things",0,"striped things",1,"polka-dotted things",0,222,313,313,"red",121212,"False",3,1,2,14,21,21,0,1,0,0,1,0,NA,NA,NA,NA,0.95256,0.04744,0.04744,0.95256,NA,NA,0.95256,0.04744,NA,1,0,0,1,NA,NA,1,0,121212
"913",1003,66,36,18,"English","clouds",0,"circles",0,"squares",1,"blue things",1,"red things",0,"green things",0,311,322,222,"solid",122112,"False",2,1,3,3,15,14,0,0,1,NA,NA,NA,1,0,0,NA,0.04744,0.95256,0.95256,0.04744,NA,0.95256,0.04744,NA,NA,0,1,1,0,NA,1,0,NA,122112
"914",1004,66,1153,19,"English","blue things",0,"red things",0,"green things",1,"clouds",0,"circles",1,"squares",0,213,113,233,"solid",212232,"True",2,3,1,20,19,26,0,1,0,NA,NA,NA,0,0,1,0.04545,0.95455,NA,0.95455,NA,0.04545,NA,NA,1,0,1,NA,1,NA,0,NA,NA,1,213222
"915",1005,66,1640,20,"English","clouds",1,"circles",0,"squares",0,"blue things",0,"red things",1,"green things",0,122,221,311,"striped",211112,"True",2,1,3,13,5,3,1,0,0,NA,NA,NA,0,1,0,0.95256,0.02372,0.02372,0.04744,0.95256,NA,0.04744,0.95256,NA,0.86363,0.06818,0.06818,0,1,NA,0,1,NA,211211
"916",1006,67,1800,6,"english","solid things",0.05,"striped things",0.1,"polka-dotted things",1,"blue things",0,"red things",1,"green things",0,232,232,212,"circle",322132,"True",1,2,3,17,17,11,NA,NA,NA,0.04348,0.08696,0.86957,0,1,0,NA,1,NA,0.02971,NA,0.97029,NA,1,NA,NA,1,NA,0.02649,NA,0.97351,NA,1,NA,323221
"917",1007,67,1586,7,"english","clouds",0.05,"circles",0.05,"squares",1,"solid things",1,"striped things",0,"polka-dotted things",0,311,311,131,"blue",322121,"True",3,1,2,3,3,7,0.04545,0.04545,0.90909,1,0,0,NA,NA,NA,0.031,NA,0.969,0.969,NA,0.031,1,NA,NA,0.02805,NA,0.97195,0.97195,NA,0.02805,1,NA,NA,322121
"918",1008,67,444,8,"english","solid things",0.95,"striped things",0,"polka-dotted things",0.05,"blue things",1,"red things",0,"green things",0.05,311,332,333,"square",321112,"True",1,2,3,3,18,27,NA,NA,NA,0.95,0,0.05,0.95238,0,0.04762,NA,NA,1,0.97264,NA,0.02736,0.97264,0.01368,0.01368,NA,NA,1,0.9763,NA,0.0237,0.95305,0.02348,0.02348,321211
"919",1009,67,424,9,"english","clouds",0.05,"circles",1,"squares",0,"solid things",0,"striped things",1,"polka-dotted things",0,222,132,112,"red",321112,"True",3,1,2,14,16,10,0.04762,0.95238,0,0,1,0,NA,NA,NA,0.02736,0.97264,NA,0.01368,0.97264,0.01368,NA,1,NA,0.0237,0.9763,NA,0.02348,0.95305,0.02348,NA,1,NA,321211
"920",1010,67,730,10,"english","clouds",0,"circles",0.05,"squares",1,"blue things",1,"red things",0,"green things",0,321,323,111,"striped",212122,"True",2,1,3,6,24,1,0,0.04762,0.95238,NA,NA,NA,1,0,0,0.03306,NA,0.96694,0.03306,0.96694,NA,0.96694,NA,0.03306,0.03085,NA,0.96915,0.03085,0.96915,NA,0.96915,NA,0.03085,212122
"921",1011,67,167,11,"english","solid things",1,"striped things",0,"polka-dotted things",0,"clouds",1,"circles",0,"squares",0,111,131,131,"blue",323212,"True",3,2,1,1,7,7,1,0,0,1,0,0,NA,NA,NA,1,NA,NA,0.97106,NA,0.02894,1,NA,NA,1,NA,NA,0.97475,NA,0.02525,1,NA,NA,323212
"922",1012,67,1098,12,"english","blue things",0.05,"red things",0.95,"green things",0,"solid things",1,"striped things",0,"polka-dotted things",0,312,211,111,"square",113212,"False",1,3,2,12,2,1,NA,NA,NA,1,0,0,0.05,0.95,0,0.0148,0.0148,0.97039,1,NA,NA,0.02961,0.97039,NA,0.01968,0.01968,0.96063,1,NA,NA,0.02636,0.97364,NA,113212
"923",1013,67,1944,13,"english","clouds",0,"circles",0,"squares",1,"blue things",0,"red things",1,"green things",0,332,113,123,"polka-dotted",111212,"False",2,1,3,18,19,22,0,0,1,NA,NA,NA,0,1,0,0.03306,NA,0.96694,0.01653,0.01653,0.96694,NA,0.96694,0.03306,0.03085,NA,0.96915,0.01968,0.01968,0.96064,NA,0.96915,0.03085,111212
"924",1014,67,1543,14,"english","blue things",0.95,"red things",0,"green things",0,"clouds",0.05,"circles",1,"squares",0,221,121,122,"striped",322112,"True",2,3,1,5,4,13,0.04762,0.95238,0,NA,NA,NA,1,0,0,0.031,0.969,NA,NA,1,NA,0.969,0.031,NA,0.02805,0.97195,NA,NA,1,NA,0.97195,0.02805,NA,322112
"925",1015,67,161,15,"english","solid things",0.05,"striped things",0,"polka-dotted things",0.05,"blue things",0.05,"red things",0.1,"green things",0.95,313,312,312,"square",323212,"True",1,2,3,21,12,12,NA,NA,NA,0.5,0,0.5,0.04545,0.09091,0.86364,NA,NA,1,1,NA,NA,NA,0.02894,0.97106,NA,NA,1,1,NA,NA,NA,0.02525,0.97475,323212
"926",1016,67,1887,16,"english","blue things",1,"red things",0,"green things",0,"clouds",0,"circles",1,"squares",0,231,212,212,"polka-dotted",123212,"False",2,3,1,8,11,11,0,1,0,NA,NA,NA,1,0,0,NA,1,NA,0.03167,NA,0.96833,0.96833,0.03167,NA,NA,1,NA,0.02914,NA,0.97086,0.97086,0.02914,NA,123212
"927",1017,67,666,17,"english","clouds",0,"circles",0.95,"squares",0,"blue things",0.05,"red things",0.05,"green things",1,213,112,231,"solid",212211,"True",2,1,3,20,10,8,0,1,0,NA,NA,NA,0.04545,0.04545,0.90909,0.02912,0.97088,NA,0.97088,NA,0.02912,0.01456,0.01456,0.97088,0.02913,0.97087,NA,0.97087,NA,0.02913,0.01453,0.01453,0.97095,212211
"928",1018,67,18,18,"english","solid things",0.1,"striped things",1,"polka-dotted things",0,"clouds",0,"circles",1,"squares",0,221,213,113,"blue",122112,"False",3,2,1,5,20,19,0,1,0,0.09091,0.90909,0,NA,NA,NA,0.02912,0.97088,NA,0.02912,0.97088,NA,0.97088,NA,0.02912,0.0255,0.9745,NA,0.0255,0.9745,NA,0.9745,NA,0.0255,122112
"929",1019,67,436,19,"english","blue things",0,"red things",0.05,"green things",1,"solid things",0,"striped things",0.05,"polka-dotted things",1,233,222,221,"circle",321112,"True",1,3,2,26,14,5,NA,NA,NA,0,0.04762,0.95238,0,0.04762,0.95238,NA,1,NA,NA,0.02736,0.97264,0.01368,0.01368,0.97264,NA,1,NA,NA,0.0237,0.9763,0.02348,0.02348,0.95305,321211
"930",1020,67,1287,20,"english","solid things",0.95,"striped things",0,"polka-dotted things",0.05,"clouds",0.95,"circles",0,"squares",0,112,333,221,"red",111111,"False",3,2,1,10,27,5,1,0,0,0.95,0,0.05,NA,NA,NA,0.9691,0.01545,0.01545,0.9691,0.01545,0.01545,0.01545,0.9691,0.01545,0.95347,0.02326,0.02326,0.95347,0.02326,0.02326,0.02326,0.95347,0.02326,111111
"931",1021,68,1832,6,"English","blue things",0.5,"red things",0.5,"green things",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,212,112,121,"circle",122121,"False",1,3,2,11,10,4,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.40889,0.59111,NA,0.59111,0.40889,NA,0.40889,0.59111,NA,0.33939,0.66061,NA,0.66061,0.33939,NA,0.33939,0.66061,NA,122121
"932",1022,68,2282,7,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,213,213,212,"green",213232,"False",3,2,1,20,20,11,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,NA,1,NA,1,NA,NA,NA,0.41757,0.58243,NA,1,NA,1,NA,NA,NA,0.36081,0.63919,213232
"933",1023,68,2304,8,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,132,332,332,"cloud",123232,"False",1,2,3,16,18,18,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.58243,NA,0.41757,NA,NA,1,NA,1,NA,0.63919,NA,0.36081,NA,NA,1,NA,1,NA,123232
"934",1024,68,1981,9,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,211,211,211,"circle",323232,"False",1,2,3,2,2,2,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,1,NA,1,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,323232
"935",1025,68,2396,10,"English","blue things",0.5,"red things",0.5,"green things",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,232,332,132,"circle",113232,"False",1,3,2,17,18,16,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.20878,0.58243,0.20878,NA,NA,1,NA,1,NA,0.27973,0.44055,0.27973,NA,NA,1,NA,1,NA,113232
"936",1026,68,1559,11,"English","clouds",0.1,"circles",0.7,"squares",0.5,"blue things",0.15,"red things",0.6,"green things",0.5,232,232,131,"polka-dotted",322121,"True",2,1,3,17,17,7,0.07692,0.53846,0.38462,NA,NA,NA,0.12,0.48,0.4,0.44441,0.55559,NA,NA,NA,1,0.44441,0.55559,NA,0.39132,0.60868,NA,NA,NA,1,0.39132,0.60868,NA,322121
"937",1027,68,697,12,"English","solid things",0.6,"striped things",0.5,"polka-dotted things",0.3,"clouds",0.4,"circles",0.4,"squares",0.55,313,233,112,"green",212211,"True",3,2,1,21,26,10,0.2963,0.2963,0.40741,0.42857,0.35714,0.21429,NA,NA,NA,0.20317,0.20317,0.59366,0.59366,NA,0.40634,NA,0.40634,0.59366,0.27468,0.27468,0.45063,0.63767,NA,0.36233,NA,0.36233,0.63767,212211
"938",1028,68,670,13,"English","clouds",0.35,"circles",0.6,"squares",0.5,"blue things",0.35,"red things",0.5,"green things",0.65,213,111,232,"solid",212211,"True",2,1,3,20,1,17,0.24138,0.41379,0.34483,NA,NA,NA,0.23333,0.33333,0.43333,0.40634,0.59366,NA,0.59366,NA,0.40634,0.20317,0.20317,0.59366,0.36233,0.63767,NA,0.63767,NA,0.36233,0.27468,0.27468,0.45063,212211
"939",1029,68,474,14,"English","solid things",0.4,"striped things",0.6,"polka-dotted things",0.35,"clouds",0.35,"circles",0.6,"squares",0.35,223,113,331,"green",211111,"True",3,2,1,23,19,9,0.26923,0.46154,0.26923,0.2963,0.44444,0.25926,NA,NA,NA,0.20197,0.59606,0.20197,0.20197,0.59606,0.20197,0.40394,NA,0.59606,0.28284,0.43432,0.28284,0.28284,0.43432,0.28284,0.36081,NA,0.63919,211111
"940",1030,68,341,15,"English","clouds",0.65,"circles",0.45,"squares",0.35,"blue things",0.5,"red things",0.5,"green things",0.5,132,332,222,"polka-dotted",213211,"True",2,1,3,16,18,14,0.44828,0.31034,0.24138,NA,NA,NA,0.33333,0.33333,0.33333,0.58914,0.20543,0.20543,NA,0.41086,0.58914,NA,1,NA,0.439,0.2805,0.2805,NA,0.36081,0.63919,NA,1,NA,213211
"941",1031,68,1045,16,"English","solid things",0.4,"striped things",0.65,"polka-dotted things",0.5,"blue things",0.65,"red things",0.5,"green things",0.3,221,213,111,"circle",212212,"True",1,2,3,5,20,1,NA,NA,NA,0.25806,0.41935,0.32258,0.44828,0.34483,0.2069,0.42485,0.57515,NA,0.42485,0.57515,NA,0.57515,NA,0.42485,0.36272,0.63728,NA,0.36272,0.63728,NA,0.63728,NA,0.36272,212212
"942",1032,68,1647,17,"English","solid things",0.65,"striped things",0.5,"polka-dotted things",0.3,"clouds",0.3,"circles",0.5,"squares",0.65,313,133,232,"green",211112,"True",3,2,1,21,25,17,0.2069,0.34483,0.44828,0.44828,0.34483,0.2069,NA,NA,NA,0.20793,0.20793,0.58414,0.58414,NA,0.41586,NA,0.41586,0.58414,0.2805,0.2805,0.439,0.63598,NA,0.36402,NA,0.36402,0.63598,211211
"943",1033,68,713,18,"English","solid things",0.35,"striped things",0.5,"polka-dotted things",0.65,"clouds",0.5,"circles",0.5,"squares",0.5,332,312,131,"red",212122,"True",3,2,1,18,12,7,0.33333,0.33333,0.33333,0.23333,0.33333,0.43333,NA,NA,NA,0.41678,NA,0.58322,0.41678,NA,0.58322,0.41678,0.58322,NA,0.35093,NA,0.64907,0.35093,NA,0.64907,0.35093,0.64907,NA,212122
"944",1034,68,2009,19,"English","blue things",0.5,"red things",0.6,"green things",0.4,"solid things",0.5,"striped things",0.4,"polka-dotted things",0.55,132,133,122,"cloud",322122,"True",1,3,2,16,25,13,NA,NA,NA,0.34483,0.27586,0.37931,0.33333,0.4,0.26667,1,NA,NA,NA,0.41831,0.58169,NA,0.58169,0.41831,1,NA,NA,NA,0.35316,0.64684,NA,0.64684,0.35316,322122
"945",1035,68,796,20,"English","solid things",0.5,"striped things",0.6,"polka-dotted things",0.3,"clouds",0.35,"circles",0.5,"squares",0.6,322,132,133,"red",211212,"True",3,2,1,15,16,25,0.24138,0.34483,0.41379,0.35714,0.42857,0.21429,NA,NA,NA,0.42458,NA,0.57542,NA,0.57542,0.42458,NA,0.57542,0.42458,0.36233,NA,0.63767,NA,0.63767,0.36233,NA,0.63767,0.36233,211212
"946",1036,69,106,6,"english","blue things",0.3,"red things",0.5,"green things",0.2,"clouds",0.3,"circles",0.8,"squares",0.2,212,213,321,"solid",212111,"True",2,3,1,11,20,6,0.23077,0.61538,0.15385,NA,NA,NA,0.3,0.5,0.2,NA,0.71571,0.28429,0.71571,0.28429,NA,0.14215,0.71571,0.14215,NA,0.7338,0.2662,0.7338,0.2662,NA,0.17652,0.64695,0.17652,212111
"947",1037,69,775,7,"english","blue things",0.25,"red things",0.75,"green things",0.15,"clouds",0,"circles",0.65,"squares",0.9,332,231,211,"polka-dotted",211212,"True",2,3,1,18,8,2,0,0.41935,0.58065,NA,NA,NA,0.21739,0.65217,0.13043,NA,0.28735,0.71265,0.28735,NA,0.71265,0.28735,0.71265,NA,NA,0.2487,0.7513,0.2487,NA,0.7513,0.2487,0.7513,NA,211212
"948",1038,69,780,8,"english","clouds",0.15,"circles",0.8,"squares",0.25,"solid things",0.8,"striped things",0.8,"polka-dotted things",0.2,223,113,111,"green",211212,"True",3,1,2,23,19,1,0.125,0.66667,0.20833,0.44444,0.44444,0.11111,NA,NA,NA,0.28735,0.71265,NA,0.28735,0.71265,NA,0.28735,NA,0.71265,0.2487,0.7513,NA,0.2487,0.7513,NA,0.2487,NA,0.7513,211212
"949",1039,69,1184,9,"english","clouds",0.1,"circles",0.1,"squares",0.7,"blue things",0.2,"red things",0.9,"green things",0.15,332,132,322,"polka-dotted",212232,"True",2,1,3,18,16,15,0.11111,0.11111,0.77778,NA,NA,NA,0.16,0.72,0.12,0.29591,NA,0.70409,NA,0.29591,0.70409,NA,1,NA,0.27014,NA,0.72986,NA,0.27014,0.72986,NA,1,NA,213222
"950",1040,69,874,10,"english","blue things",0.75,"red things",0.2,"green things",0.25,"solid things",0.85,"striped things",0.7,"polka-dotted things",0.75,231,133,311,"circle",112122,"False",1,3,2,8,25,3,NA,NA,NA,0.36957,0.30435,0.32609,0.625,0.16667,0.20833,0.14045,0.71909,0.14045,0.28091,NA,0.71909,0.71909,NA,0.28091,0.18877,0.62246,0.18877,0.24869,NA,0.75131,0.75131,NA,0.24869,112122
"951",1041,69,489,11,"english","clouds",0.1,"circles",0.2,"squares",1,"solid things",0.8,"striped things",0.15,"polka-dotted things",0.2,311,121,232,"blue",211111,"True",3,1,2,3,4,17,0.07692,0.15385,0.76923,0.69565,0.13043,0.17391,NA,NA,NA,0.14558,0.14558,0.70884,0.70884,0.14558,0.14558,0.70884,0.29116,NA,0.21626,0.21626,0.56747,0.56747,0.21626,0.21626,0.73711,0.26289,NA,211111
"952",1042,69,91,12,"english","blue things",0.75,"red things",0.2,"green things",0.2,"solid things",0.7,"striped things",0.7,"polka-dotted things",0.05,221,122,133,"circle",122111,"False",1,3,2,5,13,25,NA,NA,NA,0.48276,0.48276,0.03448,0.65217,0.17391,0.17391,0.29618,0.70382,NA,NA,0.70382,0.29618,0.70382,0.14809,0.14809,0.27321,0.72679,NA,NA,0.72679,0.27321,0.61652,0.19174,0.19174,122111
"953",1043,69,1583,13,"english","solid things",0.65,"striped things",0.25,"polka-dotted things",0.2,"blue things",0.25,"red things",0.25,"green things",0.85,313,313,321,"square",322121,"True",1,2,3,21,21,6,NA,NA,NA,0.59091,0.22727,0.18182,0.18519,0.18519,0.62963,NA,NA,1,0.70759,0.29241,NA,0.29241,NA,0.70759,NA,NA,1,0.73596,0.26404,NA,0.26404,NA,0.73596,322121
"954",1044,69,2216,14,"english","clouds",0.3,"circles",0.8,"squares",0.85,"blue things",0.2,"red things",0.2,"green things",0.85,333,133,233,"polka-dotted",323211,"True",2,1,3,27,25,26,0.15385,0.41026,0.4359,NA,NA,NA,0.16,0.16,0.68,0.13918,0.13918,0.72164,NA,NA,1,NA,NA,1,0.17011,0.17011,0.65977,NA,NA,1,NA,NA,1,323211
"955",1045,69,944,15,"english","solid things",0.25,"striped things",0.25,"polka-dotted things",0.8,"blue things",0.8,"red things",0.15,"green things",0.15,331,331,222,"square",212121,"False",1,2,3,9,9,14,NA,NA,NA,0.19231,0.19231,0.61538,0.72727,0.13636,0.13636,NA,0.29695,0.70305,NA,0.29695,0.70305,0.70305,0.29695,NA,NA,0.2701,0.7299,NA,0.2701,0.7299,0.7299,0.2701,NA,212121
"956",1046,69,1498,16,"english","solid things",0.25,"striped things",0.75,"polka-dotted things",0.3,"blue things",0.75,"red things",0.15,"green things",0.2,321,223,222,"square",123211,"False",1,2,3,6,23,14,NA,NA,NA,0.19231,0.57692,0.23077,0.68182,0.13636,0.18182,NA,0.28819,0.71181,NA,1,NA,0.71181,0.14409,0.14409,NA,0.26289,0.73711,NA,1,NA,0.61059,0.1947,0.1947,123211
"957",1047,69,751,17,"english","solid things",0.75,"striped things",0.35,"polka-dotted things",0.2,"clouds",0.25,"circles",0.25,"squares",0.8,311,131,133,"blue",211212,"True",3,2,1,3,7,25,0.19231,0.19231,0.61538,0.57692,0.26923,0.15385,NA,NA,NA,0.28735,NA,0.71265,0.71265,NA,0.28735,0.71265,NA,0.28735,0.2487,NA,0.7513,0.7513,NA,0.2487,0.7513,NA,0.2487,211212
"958",1048,69,578,18,"english","solid things",0.25,"striped things",0.2,"polka-dotted things",0.75,"blue things",0.25,"red things",0.8,"green things",0.2,132,112,212,"cloud",213212,"True",1,2,3,16,10,11,NA,NA,NA,0.20833,0.16667,0.625,0.2,0.64,0.16,0.70908,0.29092,NA,0.29092,NA,0.70908,NA,1,NA,0.73644,0.26356,NA,0.26356,NA,0.73644,NA,1,NA,213212
"959",1049,69,1531,19,"english","clouds",0.35,"circles",0.7,"squares",0.25,"blue things",0.15,"red things",0.25,"green things",0.8,223,221,121,"striped",322112,"True",2,1,3,23,5,4,0.26923,0.53846,0.19231,NA,NA,NA,0.125,0.20833,0.66667,0.29299,0.70701,NA,NA,1,NA,0.29299,NA,0.70701,0.26481,0.73519,NA,NA,1,NA,0.26481,NA,0.73519,322112
"960",1050,69,1821,20,"english","solid things",0.75,"striped things",0.15,"polka-dotted things",0.15,"clouds",0.25,"circles",0.25,"squares",0.25,212,213,123,"red",122121,"False",3,2,1,11,20,22,0.33333,0.33333,0.33333,0.71429,0.14286,0.14286,NA,NA,NA,0.28568,0.71432,NA,0.71432,0.28568,NA,NA,0.71432,0.28568,0.25506,0.74494,NA,0.74494,0.25506,NA,NA,0.74494,0.25506,122121
"961",1051,70,1783,6,"english","clouds",0,"circles",0,"squares",0.5,"solid things",0.95,"striped things",0,"polka-dotted things",0,311,311,321,"blue",322132,"True",3,1,2,3,3,6,0,0,1,1,0,0,NA,NA,NA,NA,NA,1,0.67721,0.32279,NA,1,NA,NA,NA,NA,1,0.70053,0.29947,NA,1,NA,NA,323221
"962",1052,70,1202,7,"english","clouds",0.5,"circles",0.5,"squares",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,222,123,131,"red",112112,"False",3,1,2,14,22,7,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.2677,0.7323,NA,NA,0.7323,0.2677,0.13385,0.7323,0.13385,0.22727,0.77273,NA,NA,0.77273,0.22727,0.19444,0.61111,0.19444,112112
"963",1053,70,1120,8,"english","solid things",1,"striped things",0,"polka-dotted things",0.5,"blue things",1,"red things",0.5,"green things",0,211,223,223,"circle",321212,"True",1,2,3,2,23,23,NA,NA,NA,0.66667,0,0.33333,0.66667,0.33333,0,NA,1,NA,0.69066,0.30934,NA,0.69066,NA,0.30934,NA,1,NA,0.71717,0.28283,NA,0.71717,NA,0.28283,321212
"964",1054,70,2132,9,"english","blue things",0.5,"red things",0.5,"green things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,221,113,132,"striped",111112,"False",2,3,1,5,19,16,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.2314,0.7686,NA,0.1157,0.7686,0.1157,0.7686,0.1157,0.1157,0.22727,0.77273,NA,0.125,0.75,0.125,0.75,0.125,0.125,111211
"965",1055,70,2133,10,"english","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,333,122,111,"green",111112,"False",3,2,1,27,13,1,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.2314,NA,0.7686,0.1157,0.1157,0.7686,0.1157,0.1157,0.7686,0.22727,NA,0.77273,0.125,0.125,0.75,0.125,0.125,0.75,111211
"966",1056,70,656,11,"english","clouds",1,"circles",0,"squares",0.5,"solid things",0,"striped things",0.5,"polka-dotted things",0.9,133,213,332,"green",212211,"True",3,1,2,25,20,18,0.66667,0,0.33333,0,0.35714,0.64286,NA,NA,NA,0.69284,0.15358,0.15358,0.30716,NA,0.69284,NA,0.30716,0.69284,0.58333,0.20833,0.20833,0.28283,NA,0.71717,NA,0.28283,0.71717,212211
"967",1057,70,1342,12,"english","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,113,312,323,"cloud",122122,"False",1,2,3,19,12,24,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.7323,NA,0.2677,0.7323,0.2677,NA,NA,0.2677,0.7323,0.77273,NA,0.22727,0.77273,0.22727,NA,NA,0.22727,0.77273,122122
"968",1058,70,671,13,"english","blue things",1,"red things",0,"green things",0.5,"clouds",0,"circles",1,"squares",0.5,231,132,223,"polka-dotted",212211,"True",2,3,1,8,16,23,0,0.66667,0.33333,NA,NA,NA,0.66667,0,0.33333,0.30716,0.69284,NA,NA,0.30716,0.69284,0.69284,0.15358,0.15358,0.28283,0.71717,NA,NA,0.28283,0.71717,0.58333,0.20833,0.20833,212211
"969",1059,70,150,14,"english","clouds",0.5,"circles",0,"squares",1,"blue things",0.5,"red things",0.5,"green things",0.5,311,211,133,"solid",212111,"True",2,1,3,3,2,25,0.33333,0,0.66667,NA,NA,NA,0.33333,0.33333,0.33333,0.1373,0.1373,0.7254,0.7254,NA,0.2746,0.7254,NA,0.2746,0.2,0.2,0.6,0.75837,NA,0.24163,0.75837,NA,0.24163,212111
"970",1060,70,1655,15,"english","blue things",0.5,"red things",0.5,"green things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,222,131,131,"striped",121212,"False",2,3,1,14,7,7,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.2677,0.7323,NA,NA,0.7323,0.2677,0.2677,0.7323,NA,0.22727,0.77273,NA,NA,0.77273,0.22727,0.22727,0.77273,NA,121212
"971",1061,70,1799,16,"english","clouds",0.5,"circles",0.5,"squares",0.5,"solid things",0,"striped things",0.5,"polka-dotted things",1,131,131,111,"blue",322132,"True",3,1,2,7,7,1,0.33333,0.33333,0.33333,0,0.33333,0.66667,NA,NA,NA,1,NA,NA,0.32279,NA,0.67721,1,NA,NA,1,NA,NA,0.29947,NA,0.70053,1,NA,NA,323221
"972",1062,70,1761,17,"english","solid things",1,"striped things",0,"polka-dotted things",0.5,"clouds",0.55,"circles",0.5,"squares",0.5,313,313,323,"green",322132,"True",3,2,1,21,21,24,0.35484,0.32258,0.32258,0.66667,0,0.33333,NA,NA,NA,NA,NA,1,0.67721,0.32279,NA,NA,NA,1,NA,NA,1,0.70053,0.29947,NA,NA,NA,1,323221
"973",1063,70,196,18,"english","blue things",0.5,"red things",0.5,"green things",0.5,"clouds",0.5,"circles",1,"squares",0,212,312,312,"solid",323212,"True",2,3,1,11,12,12,0.33333,0.66667,0,NA,NA,NA,0.33333,0.33333,0.33333,NA,0.70303,0.29697,1,NA,NA,NA,1,NA,NA,0.73206,0.26794,1,NA,NA,NA,1,NA,323212
