"","X","workerid","item","slide_number","language","pref1","response1","pref2","response2","pref3","response3","pref4","response4","pref5","response5","pref6","response6","target","obj2","obj3","utterance","itemCode","ambiguous","uttFeat","q1Feat","q2Feat","targetOC27","obj2OC27","obj3OC27","DataPost_1","DataPost_2","DataPost_3","DataPost_4","DataPost_5","DataPost_6","DataPost_7","DataPost_8","DataPost_9","Post_1","Post_2","Post_3","Post_4","Post_5","Post_6","Post_7","Post_8","Post_9","PostNotOpt_1","PostNotOpt_2","PostNotOpt_3","PostNotOpt_4","PostNotOpt_5","PostNotOpt_6","PostNotOpt_7","PostNotOpt_8","PostNotOpt_9","CCode","logLik"
"1025",1115,74,1339,10,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,223,212,122,"green",122122,"False",3,2,1,23,11,13,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,122122,2.19722457733622
"1026",1116,74,796,11,"English","clouds",0,"circles",0.5,"squares",1,"solid things",0.5,"striped things",1,"polka-dotted things",0,322,132,133,"red",211212,"True",3,1,2,15,16,25,0,0.33333,0.66667,0.33333,0.66667,0,NA,NA,NA,0.00305,0.33333,0.66362,0.33333,0.66362,0.00305,0.33333,0.33333,0.33333,0,0.33333,0.66667,0.33333,0.66667,0,0.33333,0.33333,0.33333,211212,1.27914314173446
"1027",1117,74,763,12,"English","clouds",0.5,"circles",1,"squares",0,"solid things",0,"striped things",1,"polka-dotted things",0.5,221,311,313,"blue",211212,"True",3,1,2,5,3,21,0.33333,0.66667,0,0,0.66667,0.33333,NA,NA,NA,0.33333,0.66362,0.00305,0.00305,0.66362,0.33333,0.33333,0.33333,0.33333,0.33333,0.66667,0,0,0.66667,0.33333,0.33333,0.33333,0.33333,211212,1.27914314173446
"1028",1118,74,1567,13,"English","clouds",1,"circles",0.5,"squares",0,"solid things",0.5,"striped things",0,"polka-dotted things",1,133,133,323,"green",322121,"True",3,1,2,25,25,24,0.66667,0.33333,0,0.33333,0,0.66667,NA,NA,NA,0.65839,0.33333,0.00828,0.33333,0.00828,0.65839,0.33333,0.33333,0.33333,0.66667,0.33333,0,0.33333,0,0.66667,0.33333,0.33333,0.33333,322121,1.28968496720981
"1029",1119,74,168,14,"English","solid things",0,"striped things",0.5,"polka-dotted things",1,"blue things",0.5,"red things",0.5,"green things",0.5,331,311,311,"square",323212,"True",1,2,3,9,3,3,NA,NA,NA,0,0.33333,0.66667,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.00179,0.33333,0.66488,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0,0.33333,0.66667,0.33333,0.33333,0.33333,323212,1.73691661982839
"1030",1120,74,599,15,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"blue things",1,"red things",0.5,"green things",0,221,223,323,"circle",213212,"True",1,2,3,5,23,24,NA,NA,NA,0.33333,0.33333,0.33333,0.66667,0.33333,0,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.66301,0.33333,0.00366,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.66667,0.33333,0,213212,1.73879714919779
"1031",1121,74,83,16,"English","blue things",0.5,"red things",0.5,"green things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,333,322,121,"polka-dotted",122111,"False",2,3,1,27,15,4,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,122111,2.19722457733622
"1032",1122,74,1913,17,"English","clouds",0.5,"circles",0.5,"squares",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,223,111,112,"green",111212,"False",3,1,2,23,1,10,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,111212,2.19722457733622
"1033",1123,74,420,18,"English","clouds",0.05,"circles",0,"squares",1,"blue things",0.05,"red things",0.5,"green things",1,323,121,221,"striped",321112,"True",2,1,3,24,4,5,0.04762,0,0.95238,NA,NA,NA,0.03226,0.32258,0.64516,0.00296,0.00296,0.99408,0.33333,0.33333,0.33333,0.00198,0.33333,0.66469,0,0,1,0.33333,0.33333,0.33333,0,0.33333,0.66667,321211,1.10159053461746
"1034",1124,74,895,19,"English","blue things",0.5,"red things",0.5,"green things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,333,322,213,"polka-dotted",112122,"False",2,3,1,27,15,20,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,112122,2.19722457733622
"1035",1125,74,1447,20,"English","blue things",0,"red things",1,"green things",0,"solid things",1,"striped things",0,"polka-dotted things",0,312,313,321,"square",322111,"True",1,3,2,12,21,6,NA,NA,NA,1,0,0,0,1,0,0.33333,0.33333,0.33333,0.66049,0.00618,0.33333,0.00466,0.99164,0.00371,0.33333,0.33333,0.33333,0.66667,0,0.33333,0,1,0,322111,0.423176940819094
"1036",1126,75,1410,6,"ENGLISH","clouds",0.5,"circles",0.5,"squares",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,232,231,133,"polka-dotted",322111,"True",2,1,3,17,8,25,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33206,0.33461,0.33333,0.33333,0.33333,0.33333,0.33163,0.33674,0.33163,0,0.66667,0.33333,0.33333,0.33333,0.33333,0,1,0,322111,2.19725546952723
"1037",1127,75,2104,7,"ENGLISH","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,112,233,323,"cloud",111112,"False",1,2,3,10,26,24,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,111211,2.19722457733622
"1038",1128,75,521,8,"ENGLISH","blue things",0.5,"red things",0.5,"green things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,331,321,312,"polka-dotted",112132,"False",2,3,1,9,6,12,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,113221,2.19722457733622
"1039",1129,75,1560,9,"ENGLISH","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,313,313,332,"square",322121,"True",1,2,3,21,21,18,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.3346,0.33333,0.33206,0.33333,0.33206,0.3346,0.33333,0.33333,0.33333,0.66667,0.33333,0,0.33333,0,0.66667,322121,2.19723427593949
"1040",1130,75,756,10,"ENGLISH","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,222,332,333,"red",211212,"True",3,2,1,14,18,27,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33525,0.33141,0.33333,0.33525,0.33141,0.33333,0.33333,0.33333,0.33333,0.66667,0,0.33333,0.66667,0,0.33333,0.33333,0.33333,211212,2.19724671372525
"1041",1131,75,1023,11,"ENGLISH","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,133,121,223,"cloud",212212,"True",1,2,3,25,4,23,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33142,0.33524,0.33141,0.33333,0.33525,0.33333,0.33333,0.33333,0.33333,0,0.66667,0,0.33333,0.66667,212212,2.19724657889024
"1042",1132,75,2097,12,"ENGLISH","blue things",0.5,"red things",0.5,"green things",0.6,"clouds",0.5,"circles",0.5,"squares",0.5,233,132,331,"polka-dotted",321111,"True",2,3,1,26,16,9,0.33333,0.33333,0.33333,NA,NA,NA,0.3125,0.3125,0.375,0.33163,0.33674,0.33163,0.33333,0.33333,0.33333,0.33163,0.33163,0.33674,0,1,0,0.33333,0.33333,0.33333,0,0,1,321111,2.19663918953976
"1043",1133,75,97,13,"ENGLISH","clouds",0.5,"circles",0.5,"squares",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,221,232,112,"blue",122111,"False",3,1,2,5,17,10,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,122111,2.19722457733622
"1044",1134,75,1550,14,"ENGLISH","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,113,313,333,"green",322112,"True",3,2,1,19,21,27,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.33589,0.33333,0.33078,0.33461,0.33333,0.33206,0.33333,0.33333,0.33333,0.66667,0.33333,0,0.66667,0.33333,0,0.33333,0.33333,0.33333,322112,2.1972490147645
"1045",1135,75,1343,15,"ENGLISH","blue things",0.5,"red things",0.5,"green things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,333,311,213,"polka-dotted",122122,"False",2,3,1,27,3,20,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,122122,2.19722457733622
"1046",1136,75,1465,16,"ENGLISH","blue things",0.5,"red things",0.5,"green things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,223,232,231,"striped",123211,"False",2,3,1,23,17,8,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,123211,2.19722457733622
"1047",1137,75,2238,17,"ENGLISH","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.5,"circles",0.5,"squares",0.45,221,231,211,"blue",323211,"True",3,2,1,5,8,2,0.34483,0.34483,0.31034,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33163,0.33674,0.33163,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0,1,0,0.33333,0.33333,0.33333,323211,2.19725063098128
"1048",1138,75,1514,18,"ENGLISH","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,123,133,132,"cloud",322112,"True",1,2,3,22,25,16,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33589,0.33078,0.33333,0.33206,0.33461,0.33333,0.33333,0.33333,0.33333,0.66667,0,0.33333,0,0.66667,322112,2.1972490147645
"1049",1139,75,140,19,"ENGLISH","clouds",0.5,"circles",0.5,"squares",0.5,"blue things",0.5,"red things",0.45,"green things",0.5,232,332,121,"polka-dotted",212111,"True",2,1,3,17,18,4,0.33333,0.33333,0.33333,NA,NA,NA,0.34483,0.31034,0.34483,0.33333,0.33588,0.33078,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.66667,0,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,212111,2.19724408434526
"1050",1140,75,1417,20,"ENGLISH","clouds",0.5,"circles",0.5,"squares",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,313,333,123,"green",322111,"True",3,1,2,21,27,22,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.33206,0.33333,0.33461,0.33674,0.33163,0.33163,0.33333,0.33333,0.33333,0,0.33333,0.66667,1,0,0,0.33333,0.33333,0.33333,322111,2.19725546952723
"1051",1141,76,1536,6,"English","solid things",0,"striped things",1,"polka-dotted things",0.05,"blue things",0,"red things",0.5,"green things",0.5,223,213,211,"circle",322112,"True",1,2,3,23,20,2,NA,NA,NA,0,0.95238,0.04762,0,0.5,0.5,0.33333,0.33333,0.33333,0.00439,0.66228,0.33333,0.0296,0.33333,0.63706,0.33333,0.33333,0.33333,0,0.66667,0.33333,0,0.33333,0.66667,322112,1.21950724879474
"1052",1142,76,2026,7,"English","solid things",0.5,"striped things",0.7,"polka-dotted things",0,"blue things",0.5,"red things",0,"green things",1,123,122,133,"cloud",322122,"True",1,2,3,22,13,25,NA,NA,NA,0.41667,0.58333,0,0.33333,0,0.66667,0.33333,0.33333,0.33333,0.33333,0.63706,0.0296,0.33333,0.0296,0.63706,0.33333,0.33333,0.33333,0.33333,0.66667,0,0.33333,0,0.66667,322122,1.38756614719565
"1053",1143,76,676,8,"English","blue things",0.5,"red things",0,"green things",0.95,"clouds",0,"circles",0.5,"squares",0.95,333,132,321,"polka-dotted",212211,"True",2,3,1,27,16,6,0,0.34483,0.65517,NA,NA,NA,0.34483,0,0.65517,0.0157,0.33333,0.65097,0.33333,0.32753,0.33914,0.35704,0.01513,0.62783,0,0.33333,0.66667,0.33333,0.33333,0.33333,0.35714,0,0.64286,212211,1.32020783988859
"1054",1144,76,1142,9,"English","solid things",0,"striped things",0.95,"polka-dotted things",0.5,"clouds",0.95,"circles",0,"squares",0.5,122,212,212,"red",321212,"True",3,2,1,13,11,11,0.65517,0,0.34483,0,0.65517,0.34483,NA,NA,NA,0.66416,0.00251,0.33333,0.00251,0.66416,0.33333,0.33333,0.33333,0.33333,0.66667,0,0.33333,0,0.66667,0.33333,0.33333,0.33333,0.33333,321212,1.29390158921448
"1055",1145,76,1413,10,"English","blue things",0.95,"red things",0.5,"green things",0,"clouds",0,"circles",0,"squares",1,321,121,223,"striped",322111,"True",2,3,1,6,4,23,0,0,1,NA,NA,NA,0.65517,0.34483,0,0.01683,0.02362,0.95955,0.33333,0.33333,0.33333,0.63607,0.33333,0.03059,0,0,1,0.33333,0.33333,0.33333,0.66667,0.33333,0,322111,0.716552404564704
"1056",1146,76,808,11,"English","clouds",0.5,"circles",0.5,"squares",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,211,112,323,"blue",112111,"False",3,1,2,2,10,24,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.32228,0.34994,0.32778,0.34399,0.32268,0.33333,0.34994,0.32228,0.32778,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,112111,2.19819996265136
"1057",1147,76,1306,12,"English","blue things",0.5,"red things",0.5,"green things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,133,112,213,"polka-dotted",122122,"False",2,3,1,25,10,20,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.34685,0.31981,0.33333,0.30731,0.33333,0.35935,0.33333,0.31981,0.34685,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,122122,2.1983221973437
"1058",1148,76,611,13,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,231,131,312,"circle",112121,"False",1,2,3,8,7,12,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.32049,0.34789,0.33162,0.3256,0.33333,0.34107,0.34107,0.3256,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,112121,2.19758387280328
"1059",1149,76,421,14,"English","blue things",0,"red things",0.7,"green things",0,"solid things",0,"striped things",0.5,"polka-dotted things",1,232,211,213,"circle",321112,"True",1,3,2,17,2,20,NA,NA,NA,0,0.33333,0.66667,0,1,0,0.33333,0.33333,0.33333,0.00424,0.33333,0.66243,0.0122,0.97561,0.0122,0.33333,0.33333,0.33333,0,0.33333,0.66667,0,1,0,321211,0.665461489774595
"1060",1150,76,1841,15,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,131,231,213,"cloud",122121,"False",1,2,3,7,8,20,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.3636,0.30307,0.33333,0.3235,0.33333,0.34316,0.34316,0.33333,0.3235,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,122121,2.19780450089643
"1061",1151,76,1068,16,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,131,233,333,"cloud",113212,"False",1,2,3,7,26,27,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.35964,0.32018,0.32018,0.33333,0.33333,0.33333,0.36936,0.33333,0.29731,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,113212,2.20114041470055
"1062",1152,76,1048,17,"English","solid things",1,"striped things",0,"polka-dotted things",0.5,"clouds",0.25,"circles",0.5,"squares",0.8,312,122,321,"red",212212,"True",3,2,1,12,13,6,0.16129,0.32258,0.51613,0.66667,0,0.33333,NA,NA,NA,0.01151,0.33333,0.65516,0.65519,0.01148,0.33333,0.32642,0.34024,0.33333,0,0.33333,0.66667,0.66667,0,0.33333,0.33333,0.33333,0.33333,212212,1.94083894269702
"1063",1153,76,1169,18,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.5,"circles",1,"squares",0,232,332,233,"red",212232,"True",3,2,1,17,18,26,0.33333,0.66667,0,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.64708,0.01958,0.33333,0.33333,0.33333,0.33333,0.33837,0.3283,0.33333,0.66667,0,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,213222,1.75500456151682
"1064",1154,76,1502,19,"English","blue things",0.5,"red things",0.95,"green things",0,"solid things",0.25,"striped things",0.95,"polka-dotted things",0.5,222,223,213,"circle",322112,"True",1,3,2,14,23,20,NA,NA,NA,0.14706,0.55882,0.29412,0.34483,0.65517,0,0.33333,0.33333,0.33333,0.0296,0.63706,0.33333,0.33333,0.66228,0.00439,0.33333,0.33333,0.33333,0,0.66667,0.33333,0.33333,0.66667,0,322112,1.74152235243236
"1065",1155,76,720,20,"English","blue things",0,"red things",0.5,"green things",0.5,"solid things",1,"striped things",0.5,"polka-dotted things",0,312,332,211,"square",212122,"True",1,3,2,12,18,2,NA,NA,NA,0.66667,0.33333,0,0,0.5,0.5,0.33333,0.32953,0.33714,0.64834,0.33333,0.01833,0.32953,0.33714,0.33333,0.33333,0.33333,0.33333,0.66667,0.33333,0,0.33333,0.33333,0.33333,212122,1.74804193587371
"1066",1156,77,167,6,"English","clouds",0.5,"circles",0.5,"squares",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,111,131,131,"blue",323212,"True",3,1,2,1,7,7,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.59709,0.33333,0.06957,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.66667,0.33333,0,0.33333,0.33333,0.33333,323212,2.52517236357697
"1067",1157,77,1185,7,"English","blue things",0.05,"red things",0.5,"green things",0.95,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,213,211,113,"circle",212232,"True",1,3,2,20,2,19,NA,NA,NA,0.33333,0.33333,0.33333,0.03333,0.33333,0.63333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.0749,0.33333,0.59177,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0,0.33333,0.66667,213222,1.88347764737562
"1068",1158,77,677,8,"English","solid things",0.05,"striped things",1,"polka-dotted things",0,"clouds",0,"circles",0,"squares",0.95,323,133,312,"green",212211,"True",3,2,1,24,25,12,0,0,1,0.04762,0.95238,0,NA,NA,NA,0.0749,0.33333,0.59177,0.33349,0.59673,0.06977,0.33333,0.33333,0.33333,0,0.33333,0.66667,0.35714,0.64286,0,0.33333,0.33333,0.33333,212211,1.06863690075099
"1069",1159,77,1372,9,"English","clouds",0.5,"circles",0.5,"squares",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,222,233,211,"striped",113211,"False",2,1,3,14,26,2,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,113211,2.19722457733622
"1070",1160,77,189,10,"English","clouds",0.5,"circles",0.5,"squares",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.95,131,121,121,"blue",323212,"True",3,1,2,7,4,4,0.33333,0.33333,0.33333,0.25641,0.25641,0.48718,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.06957,0.59709,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0,0.66667,0.33333,0.33333,0.33333,323212,2.31496932375604
"1071",1161,77,1145,11,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.9,"blue things",0.05,"red things",0.95,"green things",0.05,132,111,111,"cloud",321212,"True",1,2,3,16,1,1,NA,NA,NA,0.26316,0.26316,0.47368,0.04762,0.90476,0.04762,0.33333,0.33333,0.33333,0.06947,0.33333,0.5972,0.06947,0.5972,0.33333,0.33333,0.33333,0.33333,0,0.33333,0.66667,0,0.66667,0.33333,321212,1.88082449561968
"1072",1162,77,415,12,"English","clouds",0.05,"circles",0.95,"squares",0.1,"solid things",0.05,"striped things",0.95,"polka-dotted things",0.05,222,332,312,"red",321112,"True",3,1,2,14,18,12,0.04545,0.86364,0.09091,0.04762,0.90476,0.04762,NA,NA,NA,0.33333,0.59709,0.06957,0.0945,0.81101,0.0945,0.33333,0.33333,0.33333,0.33333,0.66667,0,0,1,0,0.33333,0.33333,0.33333,321211,1.15181957383913
"1073",1163,77,1997,13,"English","blue things",0.5,"red things",0.5,"green things",0.45,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,112,112,112,"cloud",323232,"False",1,3,2,10,10,10,NA,NA,NA,0.33333,0.33333,0.33333,0.34483,0.34483,0.31034,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323232,2.19722457733622
"1074",1164,77,159,14,"English","blue things",0.5,"red things",0.5,"green things",0.5,"solid things",0.5,"striped things",0.95,"polka-dotted things",0.1,321,331,331,"square",323212,"True",1,3,2,6,9,9,NA,NA,NA,0.32258,0.6129,0.06452,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.59709,0.06957,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.66667,0,0.33333,0.33333,0.33333,323212,1.94102592626295
"1075",1165,77,870,15,"English","clouds",0.5,"circles",0.5,"squares",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,133,122,313,"polka-dotted",112122,"False",2,1,3,25,13,21,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,112122,2.19722457733622
"1076",1166,77,2094,16,"English","clouds",0.95,"circles",0.1,"squares",0.05,"solid things",0.05,"striped things",0.95,"polka-dotted things",0.05,121,231,311,"blue",321111,"True",3,1,2,4,8,3,0.86364,0.09091,0.04545,0.04762,0.90476,0.04762,NA,NA,NA,0.81075,0.09462,0.09462,0.09462,0.81075,0.09462,0.33333,0.33333,0.33333,1,0,0,0,1,0,0.33333,0.33333,0.33333,321111,0.91707941087316
"1077",1167,77,2272,17,"English","clouds",0.5,"circles",0.5,"squares",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,333,333,332,"green",213232,"False",3,1,2,27,27,18,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,213232,2.19722457733622
"1078",1168,77,275,18,"English","clouds",0.05,"circles",0.55,"squares",1,"blue things",0.95,"red things",0.5,"green things",0.05,321,123,311,"striped",212222,"True",2,1,3,6,22,3,0.03125,0.34375,0.625,NA,NA,NA,0.63333,0.33333,0.03333,0.07501,0.33333,0.59165,0.33333,0.33333,0.33333,0.59165,0.33333,0.07501,0,0.33333,0.66667,0.33333,0.33333,0.33333,0.66667,0.33333,0,212222,1.57154376817159
"1079",1169,77,1812,19,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,332,232,211,"square",122121,"False",1,2,3,18,17,2,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,122121,2.19722457733622
"1080",1170,77,1049,20,"English","blue things",0.05,"red things",0.95,"green things",0.5,"solid things",0.05,"striped things",0.95,"polka-dotted things",0.5,322,311,212,"square",212212,"True",1,3,2,15,3,11,NA,NA,NA,0.03333,0.63333,0.33333,0.03333,0.63333,0.33333,0.33333,0.33333,0.33333,0.10788,0.55878,0.33333,0.07479,0.59188,0.33333,0.33333,0.33333,0.33333,0,0.66667,0.33333,0,0.66667,0.33333,212212,1.59381902977583
"1081",1171,78,683,6,"English","solid things",0.55,"striped things",0.5,"polka-dotted things",0.5,"blue things",0.5,"red things",0.55,"green things",0.5,212,223,111,"circle",212211,"True",1,2,3,11,23,1,NA,NA,NA,0.35484,0.32258,0.32258,0.32258,0.35484,0.32258,0.33215,0.33451,0.33333,0.37535,0.29131,0.33333,0.33189,0.3872,0.28091,0.33333,0.33333,0.33333,0.66667,0,0.33333,0.35714,0.64286,0,212211,2.20200417319651
"1082",1172,78,345,7,"English","clouds",0.5,"circles",0.5,"squares",0.5,"blue things",0.5,"red things",0.75,"green things",0.5,322,321,313,"striped",213211,"True",2,1,3,15,6,21,0.33333,0.33333,0.33333,NA,NA,NA,0.28571,0.42857,0.28571,0.33333,0.33333,0.33333,0.33218,0.33449,0.33333,0.27975,0.38845,0.3318,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0,0.66667,0.33333,213211,2.18303100878436
"1083",1173,78,704,8,"English","clouds",0.5,"circles",0.7,"squares",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,211,111,223,"solid",212122,"True",2,1,3,2,1,23,0.29412,0.41176,0.29412,NA,NA,NA,0.33333,0.33333,0.33333,0.29135,0.37532,0.33333,0.33446,0.33221,0.33333,0.33446,0.33333,0.33221,0,0.66667,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,212122,2.18797494364095
