"","X.1","X","workerid","item","slide_number","language","pref1","response1","pref2","response2","pref3","response3","pref4","response4","pref5","response5","pref6","response6","target","obj2","obj3","utterance","itemCode","ambiguous","uttFeat","q1Feat","q2Feat","targetOC27","obj2OC27","obj3OC27","DataPost_1","DataPost_2","DataPost_3","DataPost_4","DataPost_5","DataPost_6","DataPost_7","DataPost_8","DataPost_9","Post1_1","Post1_2","Post1_3","Post1_4","Post1_5","Post1_6","Post1_7","Post1_8","Post1_9","Post2_1","Post2_2","Post2_3","Post2_4","Post2_5","Post2_6","Post2_7","Post2_8","Post2_9","CCode","logLik","FeatTypeOrder.1","FeatTypeOrder.2","FeatTypeOrder.3","FeatValueOrders.1","FeatValueOrders.2","FeatValueOrders.3","FeatValueOrders.4","FeatValueOrders.5","FeatValueOrders.6","FeatValueOrders.7","FeatValueOrders.8","FeatValueOrders.9"
"1048",1048,1138,75,1514,18,"ENGLISH","solid things",0.50,"striped things",0.50,"polka-dotted things",0.50,"blue things",0.50,"red things",0.50,"green things",0.50,123,133,132,"cloud",322112, TRUE,1,2,3,22,25,16,NA,NA,NA,0.5000000,0.50000000,NA,0.5000000,0.50000000,NA,1.0000000,NA,NA,1.0000000,0.0000000,NA,1.0000000,0.0000000,NA,1.0000000,NA,NA,0.5019200,0.498079981,NA,0.5038250,0.496174962,NA,322112,0,1,3,2,0,1,2,2,1,0,1,2,0
"1049",1049,1139,75, 140,19,"ENGLISH","clouds",0.50,"circles",0.50,"squares",0.50,"blue things",0.50,"red things",0.45,"green things",0.50,232,332,121,"polka-dotted",212111, TRUE,2,1,3,17,18, 4,NA,NA,NA,0.4736786,0.52632141,NA,0.3333333,0.33333333,0.33333333,0.5000000,0.5000000,NA,0.5000000,0.5000000,NA,0.6666700,0.0000000,0.3333300,0.5000000,0.500000000,NA,0.5000000,0.500000000,NA,0.3358834,0.330783308,0.333333333,212111,0,2,3,1,2,1,0,1,0,2,1,2,0
"1050",1050,1140,75,1417,20,"ENGLISH","clouds",0.50,"circles",0.50,"squares",0.50,"solid things",0.50,"striped things",0.50,"polka-dotted things",0.50,313,333,123,"green",322111, TRUE,3,1,2,21,27,22,NA,NA,NA,0.5000000,0.50000000,NA,0.3333333,0.33333333,0.33333333,1.0000000,NA,NA,1.0000000,0.0000000,NA,1.0000000,0.0000000,0.0000000,1.0000000,NA,NA,0.5019200,0.498079981,NA,0.3367400,0.331630000,0.331630000,322111,0,3,1,2,2,0,1,2,0,1,0,2,1
"1051",1051,1141,76,1536, 6,"English","solid things",0.00,"striped things",1.00,"polka-dotted things",0.05,"blue things",0.00,"red things",0.50,"green things",0.50,223,213,211,"circle",322112, TRUE,1,2,3,23,20, 2,NA,NA,NA,1.0000000,0.00000000,NA,1.0000000,0.00000000,NA,1.0000000,NA,NA,1.0000000,0.0000000,NA,1.0000000,0.0000000,NA,1.0000000,NA,NA,0.9654847,0.034515345,NA,0.9821201,0.017879911,NA,322112,0,1,3,2,1,0,2,2,0,1,1,0,2
"1052",1052,1142,76,2026, 7,"English","solid things",0.50,"striped things",0.70,"polka-dotted things",0.00,"blue things",0.50,"red things",0.00,"green things",1.00,123,122,133,"cloud",322122, TRUE,1,2,3,22,13,25,NA,NA,NA,1.0000000,0.00000000,NA,1.0000000,0.00000000,NA,1.0000000,NA,NA,1.0000000,0.0000000,NA,1.0000000,0.0000000,NA,1.0000000,NA,NA,0.9654847,0.034515345,NA,0.9654847,0.034515345,NA,322122,0,1,2,3,0,1,2,1,2,0,2,1,0
"1053",1053,1143,76, 676, 8,"English","blue things",0.50,"red things",0.00,"green things",0.95,"clouds",0.00,"circles",0.50,"squares",0.95,333,132,321,"polka-dotted",212211, TRUE,2,3,1,27,16, 6,NA,NA,NA,1.0000000,0.00000000,NA,0.6551700,0.00000000,0.34483000,0.5000000,0.5000000,NA,1.0000000,0.0000000,NA,0.6666700,0.0000000,0.3333300,0.5144224,0.485577572,NA,0.9817898,0.018210182,NA,0.6672133,0.012149879,0.320636794,212211,0,2,1,3,2,1,0,2,0,1,2,1,0
"1054",1054,1144,76,1142, 9,"English","solid things",0.00,"striped things",0.95,"polka-dotted things",0.50,"clouds",0.95,"circles",0.00,"squares",0.50,122,212,212,"red",321212, TRUE,3,2,1,13,11,11,NA,NA,NA,1.0000000,0.00000000,NA,1.0000000,0.00000000,NA,1.0000000,NA,NA,1.0000000,0.0000000,NA,1.0000000,0.0000000,NA,1.0000000,NA,NA,0.9821201,0.017879911,NA,0.9821201,0.017879911,NA,321212,0,3,2,1,1,0,2,1,0,2,0,1,2
"1055",1055,1145,76,1413,10,"English","blue things",0.95,"red things",0.50,"green things",0.00,"clouds",0.00,"circles",0.00,"squares",1.00,321,121,223,"striped",322111, TRUE,2,3,1, 6, 4,23,NA,NA,NA,1.0000000,0.00000000,NA,1.0000000,0.00000000,0.00000000,1.0000000,NA,NA,1.0000000,0.0000000,NA,1.0000000,0.0000000,0.0000000,1.0000000,NA,NA,0.9654847,0.034515345,NA,0.9648796,0.017560176,0.017560176,322111,0,2,3,1,1,0,2,0,2,1,2,0,1
"1056",1056,1146,76, 808,11,"English","clouds",0.50,"circles",0.50,"squares",0.50,"solid things",0.50,"striped things",0.50,"polka-dotted things",0.50,211,112,323,"blue",112111,FALSE,3,1,2, 2,10,24,NA,NA,NA,0.5000000,0.50000000,NA,0.3333333,0.33333333,0.33333333,0.3333333,0.3333333,0.3333333,0.5000000,0.5000000,NA,0.3333333,0.3333333,0.3333333,0.3591664,0.320416796,0.320416796,0.5279753,0.472024720,NA,0.3591664,0.320416796,0.320416796,112111,0,3,2,1,0,1,2,0,1,2,1,0,2
"1057",1057,1147,76,1306,12,"English","blue things",0.50,"red things",0.50,"green things",0.50,"clouds",0.50,"circles",0.50,"squares",0.50,133,112,213,"polka-dotted",122122,FALSE,2,3,1,25,10,20,NA,NA,NA,0.5000000,0.50000000,NA,0.5000000,0.50000000,NA,0.5000000,0.5000000,NA,0.5000000,0.5000000,NA,0.5000000,0.5000000,NA,0.5285153,0.471484715,NA,0.5279753,0.472024720,NA,0.5279753,0.472024720,NA,122122,0,2,1,3,2,0,1,0,1,2,2,1,0
"1058",1058,1148,76, 611,13,"English","solid things",0.50,"striped things",0.50,"polka-dotted things",0.50,"blue things",0.50,"red things",0.50,"green things",0.50,231,131,312,"circle",112121,FALSE,1,2,3, 8, 7,12,NA,NA,NA,0.5000000,0.50000000,NA,0.5000000,0.50000000,NA,0.3333333,0.3333333,0.3333333,0.5000000,0.5000000,NA,0.5000000,0.5000000,NA,0.3591664,0.320416796,0.320416796,0.5279753,0.472024720,NA,0.5279753,0.472024720,NA,112121,0,1,2,3,1,0,2,2,0,1,0,1,2
"1059",1059,1149,76, 421,14,"English","blue things",0.00,"red things",0.70,"green things",0.00,"solid things",0.00,"striped things",0.50,"polka-dotted things",1.00,232,211,213,"circle",321112, TRUE,1,3,2,17, 2,20,NA,NA,NA,1.0000000,0.00000000,NA,1.0000000,0.00000000,0.00000000,1.0000000,NA,NA,1.0000000,0.0000000,NA,1.0000000,0.0000000,0.0000000,1.0000000,NA,NA,0.9821201,0.017879911,NA,0.9648796,0.017560176,0.017560176,321211,0,1,2,3,1,0,2,2,0,1,1,0,2
"1060",1060,1150,76,1841,15,"English","solid things",0.50,"striped things",0.50,"polka-dotted things",0.50,"blue things",0.50,"red things",0.50,"green things",0.50,131,231,213,"cloud",122121,FALSE,1,2,3, 7, 8,20,NA,NA,NA,0.5000000,0.50000000,NA,0.5000000,0.50000000,NA,0.5000000,0.5000000,NA,0.5000000,0.5000000,NA,0.5000000,0.5000000,NA,0.5285153,0.471484715,NA,0.5279753,0.472024720,NA,0.5279753,0.472024720,NA,122121,0,1,2,3,0,1,2,2,0,1,0,2,1
"1061",1061,1151,76,1068,16,"English","solid things",0.50,"striped things",0.50,"polka-dotted things",0.50,"blue things",0.50,"red things",0.50,"green things",0.50,131,233,333,"cloud",113212,FALSE,1,2,3, 7,26,27,NA,NA,NA,1.0000000,NA,NA,0.5000000,0.50000000,NA,0.3333333,0.3333333,0.3333333,1.0000000,NA,NA,0.5000000,0.5000000,NA,0.3591664,0.320416796,0.320416796,1.0000000,NA,NA,0.5285153,0.471484715,NA,113212,0,1,2,3,0,1,2,2,0,1,0,2,1
"1062",1062,1152,76,1048,17,"English","solid things",1.00,"striped things",0.00,"polka-dotted things",0.50,"clouds",0.25,"circles",0.50,"squares",0.80,312,122,321,"red",212212, TRUE,3,2,1,12,13, 6,NA,NA,NA,0.7619055,0.23809454,NA,1.0000000,0.00000000,NA,0.5000000,0.5000000,NA,1.0000000,0.0000000,NA,1.0000000,0.0000000,NA,0.5144224,0.485577572,NA,0.9817898,0.018210182,NA,0.9661147,0.033885339,NA,212212,0,3,1,2,1,0,2,2,0,1,0,1,2
"1063",1063,1153,76,1169,18,"English","solid things",0.50,"striped things",0.50,"polka-dotted things",0.50,"clouds",0.50,"circles",1.00,"squares",0.00,232,332,233,"red",212232, TRUE,3,2,1,17,18,26,NA,NA,NA,1.0000000,NA,NA,1.0000000,0.00000000,NA,0.5000000,0.5000000,NA,1.0000000,NA,NA,1.0000000,0.0000000,NA,0.5144224,0.485577572,NA,1.0000000,NA,NA,0.9817898,0.018210182,NA,213222,0,3,2,1,1,2,0,2,0,1,1,2,0
"1064",1064,1154,76,1502,19,"English","blue things",0.50,"red things",0.95,"green things",0.00,"solid things",0.25,"striped things",0.95,"polka-dotted things",0.50,222,223,213,"circle",322112, TRUE,1,3,2,14,23,20,NA,NA,NA,0.7916643,0.20833569,NA,1.0000000,0.00000000,NA,1.0000000,NA,NA,1.0000000,0.0000000,NA,1.0000000,0.0000000,NA,1.0000000,NA,NA,0.9654847,0.034515345,NA,0.9821201,0.017879911,NA,322112,0,1,2,3,1,0,2,1,0,2,1,2,0
"1065",1065,1155,76, 720,20,"English","blue things",0.00,"red things",0.50,"green things",0.50,"solid things",1.00,"striped things",0.50,"polka-dotted things",0.00,312,332,211,"square",212122, TRUE,1,3,2,12,18, 2,NA,NA,NA,1.0000000,0.00000000,NA,1.0000000,0.00000000,NA,0.5000000,0.5000000,NA,0.5000000,0.5000000,NA,1.0000000,0.0000000,NA,0.5144224,0.485577572,NA,0.5144224,0.485577572,NA,0.9817898,0.018210182,NA,212122,0,1,3,2,2,1,0,1,0,2,0,2,1
"1066",1066,1156,77, 167, 6,"English","clouds",0.50,"circles",0.50,"squares",0.50,"solid things",0.50,"striped things",0.50,"polka-dotted things",0.50,111,131,131,"blue",323212, TRUE,3,1,2, 1, 7, 7,NA,NA,NA,1.0000000,NA,NA,0.5000000,0.50000000,NA,1.0000000,NA,NA,1.0000000,NA,NA,1.0000000,0.0000000,NA,1.0000000,NA,NA,1.0000000,NA,NA,0.8958255,0.104174479,NA,323212,0,3,1,2,0,1,2,0,1,2,0,2,1
"1067",1067,1157,77,1185, 7,"English","blue things",0.05,"red things",0.50,"green things",0.95,"solid things",0.50,"striped things",0.50,"polka-dotted things",0.50,213,211,113,"circle",212232, TRUE,1,3,2,20, 2,19,NA,NA,NA,1.0000000,NA,NA,0.9500045,0.04999550,NA,0.5000000,0.5000000,NA,1.0000000,NA,NA,1.0000000,0.0000000,NA,0.5124124,0.487587562,NA,1.0000000,NA,NA,0.8873339,0.112666127,NA,213222,0,1,2,3,1,0,2,0,1,2,2,0,1
"1068",1068,1158,77, 677, 8,"English","solid things",0.05,"striped things",1.00,"polka-dotted things",0.00,"clouds",0.00,"circles",0.00,"squares",0.95,323,133,312,"green",212211, TRUE,3,2,1,24,25,12,NA,NA,NA,1.0000000,0.00000000,NA,0.9523800,0.00000000,0.04762000,0.5000000,0.5000000,NA,1.0000000,0.0000000,NA,0.6666700,0.0000000,0.3333300,0.5124124,0.487587562,NA,0.8873339,0.112666127,NA,0.6070261,0.070580706,0.322393224,212211,0,3,1,2,2,1,0,2,0,1,1,2,0
"1069",1069,1159,77,1372, 9,"English","clouds",0.50,"circles",0.50,"squares",0.50,"blue things",0.50,"red things",0.50,"green things",0.50,222,233,211,"striped",113211,FALSE,2,1,3,14,26, 2,NA,NA,NA,1.0000000,NA,NA,0.3333333,0.33333333,0.33333333,0.3333333,0.3333333,0.3333333,1.0000000,NA,NA,0.3333333,0.3333333,0.3333333,0.3576336,0.321183212,0.321183212,1.0000000,NA,NA,0.3576336,0.321183212,0.321183212,113211,0,2,1,3,1,2,0,1,0,2,1,2,0
"1070",1070,1160,77, 189,10,"English","clouds",0.50,"circles",0.50,"squares",0.50,"solid things",0.50,"striped things",0.50,"polka-dotted things",0.95,131,121,121,"blue",323212, TRUE,3,1,2, 7, 4, 4,NA,NA,NA,1.0000000,NA,NA,0.6551729,0.34482712,NA,1.0000000,NA,NA,1.0000000,NA,NA,1.0000000,0.0000000,NA,1.0000000,NA,NA,1.0000000,NA,NA,0.8958255,0.104174479,NA,323212,0,3,1,2,0,1,2,0,1,2,2,1,0
"1071",1071,1161,77,1145,11,"English","solid things",0.50,"striped things",0.50,"polka-dotted things",0.90,"blue things",0.05,"red things",0.95,"green things",0.05,132,111,111,"cloud",321212, TRUE,1,2,3,16, 1, 1,NA,NA,NA,0.6428533,0.35714673,NA,0.9499989,0.05000105,NA,1.0000000,NA,NA,1.0000000,0.0000000,NA,1.0000000,0.0000000,NA,1.0000000,NA,NA,0.8958255,0.104174479,NA,0.8958255,0.104174479,NA,321212,0,1,2,3,0,1,2,2,0,1,1,0,2
"1072",1072,1162,77, 415,12,"English","clouds",0.05,"circles",0.95,"squares",0.10,"solid things",0.05,"striped things",0.95,"polka-dotted things",0.05,222,332,312,"red",321112, TRUE,3,1,2,14,18,12,NA,NA,NA,0.9047614,0.09523859,NA,0.9047600,0.04762000,0.04762000,1.0000000,NA,NA,1.0000000,0.0000000,NA,1.0000000,0.0000000,0.0000000,1.0000000,NA,NA,0.8958255,0.104174479,NA,0.8113200,0.094340000,0.094340000,321211,0,3,1,2,1,0,2,1,2,0,1,2,0
"1073",1073,1163,77,1997,13,"English","blue things",0.50,"red things",0.50,"green things",0.45,"solid things",0.50,"striped things",0.50,"polka-dotted things",0.50,112,112,112,"cloud",323232,FALSE,1,3,2,10,10,10,NA,NA,NA,1.0000000,NA,NA,1.0000000,NA,NA,1.0000000,NA,NA,1.0000000,NA,NA,1.0000000,NA,NA,1.0000000,NA,NA,1.0000000,NA,NA,1.0000000,NA,NA,323232,0,1,2,3,0,1,2,0,1,2,1,0,2
"1074",1074,1164,77, 159,14,"English","blue things",0.50,"red things",0.50,"green things",0.50,"solid things",0.50,"striped things",0.95,"polka-dotted things",0.10,321,331,331,"square",323212, TRUE,1,3,2, 6, 9, 9,NA,NA,NA,1.0000000,NA,NA,0.9047563,0.09524372,NA,1.0000000,NA,NA,1.0000000,NA,NA,1.0000000,0.0000000,NA,1.0000000,NA,NA,1.0000000,NA,NA,0.8958255,0.104174479,NA,323212,0,1,3,2,2,0,1,0,1,2,1,2,0
"1075",1075,1165,77, 870,15,"English","clouds",0.50,"circles",0.50,"squares",0.50,"blue things",0.50,"red things",0.50,"green things",0.50,133,122,313,"polka-dotted",112122,FALSE,2,1,3,25,13,21,NA,NA,NA,0.5000000,0.50000000,NA,0.5000000,0.50000000,NA,0.3333333,0.3333333,0.3333333,0.5000000,0.5000000,NA,0.5000000,0.5000000,NA,0.3576336,0.321183212,0.321183212,0.5239174,0.476082620,NA,0.5239174,0.476082620,NA,112122,0,2,1,3,2,1,0,0,2,1,2,1,0
"1076",1076,1166,77,2094,16,"English","clouds",0.95,"circles",0.10,"squares",0.05,"solid things",0.05,"striped things",0.95,"polka-dotted things",0.05,121,231,311,"blue",321111, TRUE,3,1,2, 4, 8, 3,NA,NA,NA,0.9047600,0.04762000,0.04762000,0.8636400,0.09091000,0.04545000,1.0000000,NA,NA,1.0000000,0.0000000,0.0000000,1.0000000,0.0000000,0.0000000,1.0000000,NA,NA,0.8113200,0.094340000,0.094340000,0.8113200,0.094340000,0.094340000,321111,0,3,2,1,0,1,2,1,2,0,0,1,2
"1077",1077,1167,77,2272,17,"English","clouds",0.50,"circles",0.50,"squares",0.50,"solid things",0.50,"striped things",0.50,"polka-dotted things",0.50,333,333,332,"green",213232,FALSE,3,1,2,27,27,18,NA,NA,NA,1.0000000,NA,NA,1.0000000,NA,NA,0.5000000,0.5000000,NA,1.0000000,NA,NA,1.0000000,NA,NA,0.5124124,0.487587562,NA,1.0000000,NA,NA,1.0000000,NA,NA,213232,0,3,2,1,2,1,0,2,0,1,2,0,1
"1078",1078,1168,77, 275,18,"English","clouds",0.05,"circles",0.55,"squares",1.00,"blue things",0.95,"red things",0.50,"green things",0.05,321,123,311,"striped",212222, TRUE,2,1,3, 6,22, 3,NA,NA,NA,0.9523810,0.04761905,NA,0.9500045,0.04999550,NA,0.5000000,0.5000000,NA,1.0000000,0.0000000,NA,1.0000000,0.0000000,NA,0.5124124,0.487587562,NA,0.8873339,0.112666127,NA,0.8873339,0.112666127,NA,212222,0,2,1,3,1,0,2,2,0,1,0,2,1
"1079",1079,1169,77,1812,19,"English","solid things",0.50,"striped things",0.50,"polka-dotted things",0.50,"blue things",0.50,"red things",0.50,"green things",0.50,332,232,211,"square",122121,FALSE,1,2,3,18,17, 2,NA,NA,NA,0.5000000,0.50000000,NA,0.5000000,0.50000000,NA,0.5000000,0.5000000,NA,0.5000000,0.5000000,NA,0.5000000,0.5000000,NA,0.5268503,0.473149731,NA,0.5239174,0.476082620,NA,0.5239174,0.476082620,NA,122121,0,1,2,3,2,1,0,2,0,1,1,0,2
"1080",1080,1170,77,1049,20,"English","blue things",0.05,"red things",0.95,"green things",0.50,"solid things",0.05,"striped things",0.95,"polka-dotted things",0.50,322,311,212,"square",212212, TRUE,1,3,2,15, 3,11,NA,NA,NA,0.9500045,0.04999550,NA,0.9500045,0.04999550,NA,0.5000000,0.5000000,NA,1.0000000,0.0000000,NA,1.0000000,0.0000000,NA,0.5124124,0.487587562,NA,0.8873339,0.112666127,NA,0.8397834,0.160216602,NA,212212,0,1,3,2,2,1,0,1,0,2,1,0,2
"1081",1081,1171,78, 683, 6,"English","solid things",0.55,"striped things",0.50,"polka-dotted things",0.50,"blue things",0.50,"red things",0.55,"green things",0.50,212,223,111,"circle",212211, TRUE,1,2,3,11,23, 1,NA,NA,NA,0.5238109,0.47618907,NA,0.3548400,0.32258000,0.32258000,0.5000000,0.5000000,NA,1.0000000,0.0000000,NA,0.6666700,0.0000000,0.3333300,0.5021375,0.497862511,NA,0.5647772,0.435222824,NA,0.3890700,0.279500000,0.331430000,212211,0,1,2,3,1,0,2,0,1,2,1,2,0
"1082",1082,1172,78, 345, 7,"English","clouds",0.50,"circles",0.50,"squares",0.50,"blue things",0.50,"red things",0.75,"green things",0.50,322,321,313,"striped",213211, TRUE,2,1,3,15, 6,21,NA,NA,NA,1.0000000,NA,NA,0.4285743,0.28571286,0.28571286,0.5000000,0.5000000,NA,1.0000000,NA,NA,0.6666700,0.0000000,0.3333300,0.5021375,0.497862511,NA,1.0000000,NA,NA,0.3890700,0.279500000,0.331430000,213211,0,2,1,3,1,0,2,2,0,1,1,0,2
"1083",1083,1173,78, 704, 8,"English","clouds",0.50,"circles",0.70,"squares",0.50,"blue things",0.50,"red things",0.50,"green things",0.50,211,111,223,"solid",212122, TRUE,2,1,3, 2, 1,23,NA,NA,NA,0.5000000,0.50000000,NA,0.5833286,0.41667139,NA,0.5000000,0.5000000,NA,0.5000000,0.5000000,NA,1.0000000,0.0000000,NA,0.5021375,0.497862511,NA,0.5021375,0.497862511,NA,0.5647772,0.435222824,NA,212122,0,2,3,1,0,1,2,0,2,1,1,0,2
"1084",1084,1174,78,1151, 9,"English","clouds",0.50,"circles",0.50,"squares",0.50,"solid things",0.50,"striped things",0.50,"polka-dotted things",0.75,133,113,132,"green",212232, TRUE,3,1,2,25,19,16,NA,NA,NA,1.0000000,NA,NA,0.6000028,0.39999720,NA,0.5000000,0.5000000,NA,1.0000000,NA,NA,1.0000000,0.0000000,NA,0.5021375,0.497862511,NA,1.0000000,NA,NA,0.5647772,0.435222824,NA,213222,0,3,1,2,2,1,0,0,1,2,2,0,1
"1085",1085,1175,78, 241,10,"English","clouds",0.50,"circles",0.50,"squares",0.50,"blue things",0.50,"red things",0.50,"green things",0.50,132,132,123,"polka-dotted",212132,FALSE,2,1,3,16,16,22,NA,NA,NA,1.0000000,NA,NA,0.5000000,0.50000000,NA,0.5000000,0.5000000,NA,1.0000000,NA,NA,0.5000000,0.5000000,NA,0.5021375,0.497862511,NA,1.0000000,NA,NA,0.5021375,0.497862511,NA,213221,0,2,1,3,2,1,0,0,1,2,1,2,0
"1086",1086,1176,78,1746,11,"English","blue things",0.50,"red things",0.50,"green things",0.50,"solid things",0.70,"striped things",0.50,"polka-dotted things",0.50,312,332,131,"square",212112, TRUE,1,3,2,12,18, 7,NA,NA,NA,0.5000000,0.50000000,NA,0.5833286,0.41667139,NA,0.5000000,0.5000000,NA,0.5000000,0.5000000,NA,1.0000000,0.0000000,NA,0.5021375,0.497862511,NA,0.5021375,0.497862511,NA,0.5619722,0.438027810,NA,212112,0,1,3,2,2,0,1,1,0,2,0,2,1
"1087",1087,1177,78,2064,12,"English","clouds",0.50,"circles",0.70,"squares",0.50,"solid things",0.50,"striped things",0.50,"polka-dotted things",0.70,231,321,111,"blue",321111, TRUE,3,1,2, 8, 6, 1,NA,NA,NA,0.4117600,0.29412000,0.29412000,0.4117600,0.29412000,0.29412000,1.0000000,NA,NA,1.0000000,0.0000000,0.0000000,1.0000000,0.0000000,0.0000000,1.0000000,NA,NA,0.4103800,0.294810000,0.294810000,0.4103800,0.294810000,0.294810000,321111,0,3,2,1,0,1,2,2,1,0,1,2,0
"1088",1088,1178,78,  27,13,"English","solid things",0.50,"striped things",0.50,"polka-dotted things",0.50,"blue things",0.50,"red things",0.50,"green things",0.50,331,111,112,"square",122112,FALSE,1,2,3, 9, 1,10,NA,NA,NA,0.5000000,0.50000000,NA,0.5000000,0.50000000,NA,0.5000000,0.5000000,NA,0.5000000,0.5000000,NA,0.5000000,0.5000000,NA,0.5070575,0.492942535,NA,0.5040875,0.495912520,NA,0.5070575,0.492942535,NA,122112,0,1,3,2,2,0,1,0,1,2,2,0,1
"1089",1089,1179,78,1247,14,"English","blue things",0.50,"red things",0.50,"green things",0.50,"clouds",0.50,"circles",0.50,"squares",0.50,211,223,333,"solid",112112,FALSE,2,3,1, 2,23,27,NA,NA,NA,0.5000000,0.50000000,NA,0.5000000,0.50000000,NA,0.3333333,0.3333333,0.3333333,0.5000000,0.5000000,NA,0.5000000,0.5000000,NA,0.3396400,0.330180000,0.330180000,0.5040875,0.495912520,NA,0.5070575,0.492942535,NA,112112,0,2,1,3,0,1,2,1,2,0,0,2,1
"1090",1090,1180,78, 334,15,"English","blue things",0.50,"red things",0.50,"green things",0.50,"solid things",0.75,"striped things",0.50,"polka-dotted things",0.50,112,122,332,"cloud",213211, TRUE,1,3,2,10,13,18,NA,NA,NA,1.0000000,NA,NA,0.4285743,0.28571286,0.28571286,0.5000000,0.5000000,NA,1.0000000,NA,NA,0.6666700,0.0000000,0.3333300,0.5021375,0.497862511,NA,1.0000000,NA,NA,0.3890700,0.279500000,0.331430000,213211,0,1,3,2,0,2,1,1,0,2,0,1,2
"1091",1091,1181,78, 227,16,"English","solid things",0.50,"striped things",0.50,"polka-dotted things",0.50,"blue things",0.50,"red things",0.50,"green things",0.50,311,311,113,"square",212132,FALSE,1,2,3, 3, 3,19,NA,NA,NA,1.0000000,NA,NA,0.5000000,0.50000000,NA,0.5000000,0.5000000,NA,1.0000000,NA,NA,0.5000000,0.5000000,NA,0.5021375,0.497862511,NA,1.0000000,NA,NA,0.5021375,0.497862511,NA,213221,0,1,2,3,2,0,1,0,1,2,0,2,1
"1092",1092,1182,78,1184,17,"English","clouds",0.50,"circles",0.50,"squares",0.75,"blue things",0.50,"red things",0.50,"green things",0.50,332,132,322,"polka-dotted",212232, TRUE,2,1,3,18,16,15,NA,NA,NA,1.0000000,NA,NA,0.6000028,0.39999720,NA,0.5000000,0.5000000,NA,1.0000000,NA,NA,1.0000000,0.0000000,NA,0.5021375,0.497862511,NA,1.0000000,NA,NA,0.5647772,0.435222824,NA,213222,0,2,3,1,2,1,0,1,0,2,2,0,1
"1093",1093,1183,78,1387,18,"English","clouds",0.50,"circles",0.50,"squares",0.50,"solid things",0.50,"striped things",0.50,"polka-dotted things",0.50,131,233,332,"blue",113211,FALSE,3,1,2, 7,26,18,NA,NA,NA,1.0000000,NA,NA,0.3333333,0.33333333,0.33333333,0.3333333,0.3333333,0.3333333,1.0000000,NA,NA,0.3333333,0.3333333,0.3333333,0.3396400,0.330180000,0.330180000,1.0000000,NA,NA,0.3396400,0.330180000,0.330180000,113211,0,3,2,1,0,2,1,2,0,1,0,1,2
"1094",1094,1184,78, 154,19,"English","solid things",0.75,"striped things",0.50,"polka-dotted things",0.50,"clouds",0.50,"circles",0.50,"squares",0.50,313,323,323,"green",323212, TRUE,3,2,1,21,24,24,NA,NA,NA,1.0000000,NA,NA,0.6000028,0.39999720,NA,1.0000000,NA,NA,1.0000000,NA,NA,1.0000000,0.0000000,NA,1.0000000,NA,NA,1.0000000,NA,NA,0.5819458,0.418054181,NA,323212,0,3,1,2,2,0,1,2,0,1,0,1,2
"1095",1095,1185,78, 429,20,"English","clouds",0.50,"circles",0.50,"squares",0.50,"solid things",0.50,"striped things",0.75,"polka-dotted things",0.50,123,233,213,"green",321112, TRUE,3,1,2,22,26,20,NA,NA,NA,0.5000000,0.50000000,NA,0.4285743,0.28571286,0.28571286,1.0000000,NA,NA,1.0000000,0.0000000,NA,1.0000000,0.0000000,0.0000000,1.0000000,NA,NA,0.5819458,0.418054181,NA,0.4103800,0.294810000,0.294810000,321211,0,3,1,2,2,0,1,0,1,2,1,2,0
"1096",1096,1216,81, 719, 6,"english","clouds",0.30,"circles",0.80,"squares",0.85,"blue things",0.15,"red things",0.20,"green things",0.15,312,212,331,"solid",212122, TRUE,2,1,3,12,11, 9,NA,NA,NA,0.5714286,0.42857143,NA,0.5151508,0.48484920,NA,0.5000000,0.5000000,NA,0.5000000,0.5000000,NA,1.0000000,0.0000000,NA,0.5000000,0.500000000,NA,0.5000000,0.500000000,NA,0.5000000,0.500000000,NA,212122,0,2,3,1,0,2,1,1,0,2,2,1,0
"1097",1097,1217,81, 661, 7,"english","solid things",0.75,"striped things",0.85,"polka-dotted things",0.80,"clouds",0.25,"circles",0.25,"squares",0.75,312,222,333,"red",212211, TRUE,3,2,1,12,14,27,NA,NA,NA,0.7500000,0.25000000,NA,0.3125000,0.35417000,0.33333000,0.5000000,0.5000000,NA,1.0000000,0.0000000,NA,0.6666700,0.0000000,0.3333300,0.5000000,0.500000000,NA,0.5000000,0.500000000,NA,0.3333333,0.333333333,0.333333333,212211,0,3,1,2,1,2,0,2,1,0,0,1,2
"1098",1098,1218,81, 682, 8,"english","clouds",0.75,"circles",0.75,"squares",0.80,"solid things",0.25,"striped things",0.15,"polka-dotted things",0.25,223,133,211,"green",212211, TRUE,3,1,2,23,25, 2,NA,NA,NA,0.5000000,0.50000000,NA,0.2307677,0.38461615,0.38461615,0.5000000,0.5000000,NA,1.0000000,0.0000000,NA,0.6666700,0.0000000,0.3333300,0.5000000,0.500000000,NA,0.5000000,0.500000000,NA,0.3333333,0.333333333,0.333333333,212211,0,3,1,2,2,0,1,1,0,2,1,2,0
